,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2013-10-02,1,Sé,Inativo Transitável,07:24,10:37,RUA JOÃO JACINTO, ÚNICO, RUA SÃO CAETANO
1,2013-10-02,1,Butantã,Inativo Transitável,08:35,14:58,AV MAGALHÃES DE CASTRO, CAS/INT, RUA ENG TEIXEIRA SOARES
2,2013-10-02,1,Pinheiros,Inativo Transitável,03:28,04:01,AV REBOUÇAS, C/B, R PINHEIROS
3,2013-10-02,1,Pinheiros,Inativo Transitável,09:09,14:05,AV DIÓGENES RIBEIRO DE LIMA, NÃO INFORMADO, RUA BELINI
4,2013-10-02,1,Campo Limpo,Inativo Transitável,07:00,11:41,RUA DR FRANCISCO SALLES GOMES JUNIOR, BAIRRO/CENTRO, NÃO INFORMADO
5,2013-10-02,1,Campo Limpo,Inativo Transitável,08:35,09:54,ESTRADA DO CAMPO LIMPO, B/C, RUA FRANCISCO DE HOLANDA
6,2013-10-02,1,Santo Amaro,Inativo Transitável,06:33,13:40,RUA GUARARAPES (IT BIBI), C/B, PC SONETO
7,2013-10-04,1,Pinheiros,Inativo Transitável,00:54,03:01,AV REBOUÇAS, C/B, R HENRIQUE SCHAUMANN
8,2013-10-04,1,Pinheiros,Inativo Transitável,00:55,03:01,AV REBOUÇAS, B/C, R CAP ANTONIO ROSA
9,2013-10-04,1,Santo Amaro,Inativo Transitável,08:01,12:39,VIADUTO DOS BANDEIRANTES, B/C, AV DOS BANDEIRANTES
10,2013-10-04,1,Santo Amaro,Inativo Transitável,08:22,12:15,VIADUTO VER JOSE DINIZ, B/C, AV VER JOSE DINIZ
11,2013-10-04,1,Santo Amaro,Inativo Transitável,08:41,13:33,R VIS DE TANAY 507, AMBOS, R VIS DE TANAY 507
12,2013-10-15,1,Sé,Inativo Transitável,01:29,01:53,VD LESTE-OESTE, PE/LA, R GLICERIO
13,2013-10-15,1,Lapa,Inativo Transitável,00:43,01:55,R TURIASSU 1643, UNICO, PC MARREY JUNIOR
14,2013-10-15,1,Pinheiros,Inativo Transitável,00:21,01:34,TN MAX FEFFER, B/C, TN MAX FEFFER
15,2013-10-15,1,Pinheiros,Inativo Transitável,01:02,01:54,TN JOSE ROBERTO F MELHEM 234, B/C, TN JOSE ROBERTO F MELHEM 234
16,2013-10-15,1,Mooca,Inativo Transitável,01:15,01:54,AV ALCANTARA MACHADO, C/B, VD GUADALAJARA
17,2013-10-15,1,Mooca,Inativo Transitável,01:38,01:53,AV CD DE FRONTIN, C/B, AV ARICANDUVA
18,2013-10-16,1,Vila Maria/ Vila Guilherme,Inativo Transitável,13:06,17:16,AV MORVAN DIAS DE FIGUEIREDO, AS/CB - LOCAL, ALTURA DO N. 1661
19,2013-10-16,1,Santana,Inativo Transitável,13:27,14:10,MARGINAL TIETÊ, AS/CB - LOCAL, PTE CRUZEIRO DO SUL
20,2013-10-16,1,Sé,Inativo Transitável,11:59,20:23,R VISCONDE DE TAUNAY, ÚNICO, ALTURA DO N. 627
21,2013-10-16,1,Sé,Inativo Transitável,15:29,18:37,AV CRUZEIRO DO SUL, IP/ST, ALTURA DO N. 400
22,2013-10-16,1,Butantã,Inativo Transitável,13:15,15:05,AV ENG BILLINGS, CB/INT - LOCAL, AV ESCOLA POLITÉCNICA
23,2013-10-16,1,Butantã,Inativo Transitável,13:15,15:22,R ALVARENGA, C/B, PCA ALBERTO RANGEL
24,2013-10-16,1,Butantã,Inativo Transitável,13:44,18:21,AV MAGALHAES DE CASTRO, CB/INT - 100M ANTES - EXP, PTE ENG ROBERTO ZUCCOLO
25,2013-10-16,1,Butantã,Inativo Transitável,13:46,18:22,AV MAGALHAES DE CASTRO, CB/INT - 300M DEPOIS - EXP, PTE ENG ROBERTO ZUCCOLO
26,2013-10-16,1,Ipiranga,Inativo Transitável,07:58,14:05,AV PRES WILSON, B/C, ALTURA DO N. 1009
27,2013-10-18,1,Santana,Inativo Transitável,22:31,23:13,AV AGUA FRIA, NAO INFORMADO, R AURELIANO LEAL
28,2013-10-18,1,Mooca,Inativo Transitável,13:53,15:20,R JOAO ALFREDO, NAO INFORMADO, PC DOM FRANCISCO DE SOUZA
29,2013-10-23,1,Sé,Ativo Transitável,15:34,N/A,a R HUMAITA, UNICO, AV BRIGADEIRO LUIS ANTONIO
