,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2018-07-30,1,Vila Maria/ Vila Guilherme,Inativo Transitável,23:45,06:50,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE DA VILA GUILHERME C W O BAUMGART
1,2018-07-31,1,Casa Verde,Inativo Intransitável,07:09,07:02,AV. ANTONIO MUNHOZ BONILHA, AMBOS, AV. NSRA. DO. O
2,2018-07-31,1,Casa Verde,Inativo Transitável,07:57,08:19,AV. INAJAR DE SOUZA, LAPA/FREGUESIA, R. EDMUNDO KRUG
3,2018-07-31,1,Casa Verde,Inativo Transitável,09:06,10:18,AV. OTAVIANO ALVES DE LIMA, A SENNA/CASTELO B - LOCAL, PTE. FREGUESIA DO O P N RODRIGUES
4,2018-07-31,1,Santana,Inativo Transitável,07:15,09:29,MARGINAL TIETE, A SENNA/CASTELO B - EXP, PTE CRUZEIRO DO SUL-JORN ARY SILVA
5,2018-07-31,1,Sé,Inativo Transitável,06:59,09:10,R. LOPES DE OLIVEIRA, BAIRRO/CENTRO, AV. GEN. OLIMPIO DA SILVEIRA
6,2018-07-31,1,Sé,Inativo Transitável,07:11,08:30,AV. SANTOS DUMONT, AEROPORTO/SANTANA, R. GUAPORE
7,2018-07-31,1,Sé,Inativo Transitável,12:38,12:50,AV. MERCURIO, ÚNICO, PC. S. VITO
8,2018-07-31,1,Butantã,Inativo Transitável,06:44,06:54,AV. MAGALHAES DE CASTRO, CASTELO/INTERLAGOS - EXP, PTE ENG ARY TORRES
9,2018-07-31,1,Butantã,Inativo Transitável,07:03,12:01,AV. ENG. BILLINGS, CASTELO/INTERLAGOS - LOCAL, AV. ESCOLA POLITECNICA
10,2018-07-31,1,Lapa,Inativo Transitável,07:38,10:19,MARGINAL TIETE, CASTELO B/A SENNA - EXP, PTE. DO. LIMAO-ADHEMAR F. DA SILVA
11,2018-07-31,1,Lapa,Inativo Transitável,08:30,09:21,R. JOAO TIBIRICA, BAIRRO/CENTRO, R. MONTE PASCAL
12,2018-07-31,1,Pinheiros,Inativo Transitável,08:34,08:53,R. JOAO TIBIRICA, CENTRO/BAIRRO, R. BOTOCUDOS
13,2018-07-31,1,Itaquera,Inativo Transitável,08:29,08:59,AV. JACU PESSEGO N TRABALHADORES, MAUA/A SENNA, VD. PREF. JOSE CARLOS DE F. FERRAZ
14,2018-07-31,1,Mooca,Inativo Transitável,07:10,09:30,MARGINAL TIETE, CASTELO B/A SENNA - CENTRAL, PTE. PRES. JANIO QUADROS
15,2018-07-31,1,Mooca,Inativo Transitável,07:12,07:23,AV. ALCANTARA MACHADO, CENTRO/BAIRRO, AV. ALVARO RAMOS
16,2018-07-31,1,Mooca,Inativo Transitável,07:38,09:23,MARGINAL TIETE, CASTELO B/A SENNA - CENTRAL, PTE. PRES. JANIO QUADROS
17,2018-07-31,1,Mooca,Inativo Transitável,08:53,09:08,:53 a 09:08AV. JOSE PINHEIRO BORGES, CENTRO/BAIRRO, AV. JACU PESSEGO N TRABALHADORES
18,2018-07-31,1,Penha,Inativo Intransitável,07:13,08:06,AV. ÁGUIA DE HAIA, BAIRRO/CENTRO, TN. ÁGUA DE HAIA
19,2018-07-31,1,Penha,Inativo Transitável,07:14,09:06,R. DR. LUIZ AYRES, BAIRRO/CENTRO, R. DR. MOACIR TAVOLARO
20,2018-07-31,1,Vila Mariana,Inativo Transitável,07:27,07:37,AV. VINTE E TRES DE MAIO, AEROPORTO/SANTANA, CV. JOAO JORGE SAAD
21,2018-08-03,1,Sé,Inativo Transitável,15:06,18:08,AV. MERCURIO, ÚNICO, PC. S. VITO
22,2018-08-06,1,Casa Verde,Inativo Transitável,06:59,09:05,AV. INAJAR DE SOUZA, LAPA/FREGUESIA, R. EDMUNDO KRUG
23,2018-08-06,1,Sé,Inativo Transitável,17:25,23:11,AV. SEN. QUEIROS, BAIRRO/CENTRO, R. BR. DE. DUPRAT
24,2018-08-12,1,Pinheiros,Inativo Transitável,08:20,16:22,R. FRADIQUE COUTINHO, ÚNICO, R. CARD. ARCOVERDE
25,2018-08-17,1,Butantã,Inativo Transitável,16:31,17:49,TN. DR. EURYCLIDES DE JESUS ZERBINI, AMBOS, AV. PROF. FRANCISCO MORATO
26,2018-09-03,1,Sé,Inativo Transitável,08:05,09:00,R. VITORIA, ÚNICO, ALTURA DO NÚMERO 805
27,2018-09-04,1,Sé,Inativo Transitável,08:24,08:50,R. VITORIA, ÚNICO, ALTURA DO NÚMERO 805
28,2018-09-04,1,Sé,Inativo Transitável,08:30,09:52,R. LOPES DE OLIVEIRA, ÚNICO, PC. MAL. DEODORO
29,2018-09-04,1,Sé,Inativo Transitável,16:12,18:51,MARGINAL PINHEIROS, INTERLAGOS/CASTELO - EXP, PTE. FERREA
30,2018-09-04,1,Butantã,Inativo Transitável,15:19,17:15,:19 a 17:15AV. ENG BILLINGS, CASTELO/INTERLAGOS - LOCAL, AV ESCOLA POLITECNICA
31,2018-09-04,1,Pinheiros,Inativo Transitável,15:19,17:16,AV. DAS. NACOES UNIDAS, INTERLAGOS/CASTELO - LOCAL, PTE. DA. CIDADE UNIVERSITARIA
32,2018-09-04,1,Mooca,Inativo Transitável,14:22,18:01,AV. CELSO GARCIA, CENTRO/BAIRRO, R. SALDANHA MARINHO
