,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2015-10-03,1,Vila Maria/ Vila Guilherme,Inativo Intransitável,04:13,07:00,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE PRES JANIO QUADROS
1,2015-10-03,1,Vila Maria/ Vila Guilherme,Inativo Transitável,06:04,08:01,AV MORVAN DIAS DE FIGUEIREDO, A SENNA/CASTELO B - LOCAL, PTE DA VILA GUILHERME
2,2015-10-03,1,Santana,Inativo Transitável,08:29,08:40,"AV CRUZEIRO DO SUL,", SANTANA/IPIRANGA, R TAPAJOS
3,2015-10-03,1,Butantã,Inativo Transitável,04:47,14:14,":14AV VITAL BRASIL,", BAIRRO/CENTRO, AV PROF FRANCISCO MORATO
4,2015-10-03,1,Lapa,Inativo Transitável,04:11,07:14,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE DO PIQUERI
5,2015-10-03,1,Lapa,Inativo Transitável,04:23,04:42,AV COMEN MARTINELLI, CENTRO/BAIRRO, PTE DO PIQUERI
6,2015-10-03,1,Pinheiros,Inativo Transitável,04:03,04:27,TN MAX FEFFER, BAIRRO/CENTRO - ÚNICA, ALTURA DO NÚMERO 1
7,2015-10-03,1,Pinheiros,Inativo Transitável,05:30,11:26,AV MAGALHAES DE CASTRO, CASTELO/INTERLAGOS - ÚNICA, PTE ENG ROBERTO ROSSI ZUCCOLO
8,2015-10-13,1,Sé,Inativo Transitável,06:58,19:26,"LG DO PAISSANDU,", ÚNICO, AV RIO BRANCO
9,2015-10-21,1,Lapa,Inativo Transitável,23:10,00:10,a 00:10MARGINAL PINHEIROS, CASTELO/INTERLAGOS - EXPRESSA, PTE CAIO POMPEU DE TOLEDO
10,2015-10-22,1,Jaçanã/ Tremembé,Inativo Transitável,19:28,19:33,AV ANTONELO DA MESSINA, CENTRO/BAIRRO, ALTURA DO NUMERO 1488
11,2015-10-22,1,Santana,Inativo Intransitável,02:05,04:23,"AV CRUZEIRO DO SUL,", SANTANA/IPIRANGA, R TAPAJOS
12,2015-10-22,1,Santana,Inativo Transitável,06:31,11:33,AV ZAKI NARCHI, CENTRO/BAIRRO, ALTURA DO NÚMERO 1700
13,2015-10-22,1,Santana,Inativo Transitável,06:31,16:31,a 16:31AV ZAKI NARCHI, CENTRO/BAIRRO, ALTURA DO NÚMERO 1051
14,2015-10-22,1,Sé,Inativo Intransitável,02:37,04:23,"AV RIO BRANCO,", BAIRRO/CENTRO, R DOS TIMBIRAS
15,2015-10-22,1,Sé,Inativo Intransitável,02:40,04:23,"AV RIO BRANCO,", BAIRRO/CENTRO, AV DUQ.DE CAXIAS
16,2015-10-22,1,Sé,Inativo Transitável,13:34,22:38,VD STA GENEROSA, BAIRRO/CENTRO, PÇA RODRIGUES DE ABREU
17,2015-10-22,1,Sé,Inativo Transitável,14:03,18:55,AV RIO BRANCO, BAIRRO/CENTRO, RUA DOS TIMBIRAS
18,2015-10-22,1,Sé,Inativo Transitável,19:05,21:13,AV RIO BRANCO, CENTRO/BAIRRO, AV IPIRANGA
19,2015-10-22,1,Butantã,Inativo Transitável,10:10,21:00,R CAMARGO, , ALTURA DO NÚMERO 34
20,2015-10-22,1,Lapa,Inativo Intransitável,00:32,01:29,AV POMPEIA, POMPEIA/MARGINAL, R PALESTRA ITALIA
21,2015-10-22,1,Lapa,Inativo Intransitável,00:39,01:31,R PALESTRA ITALIA, UNICO, R CAYOWAA
22,2015-10-22,1,Lapa,Inativo Intransitável,00:48,01:32,R DIANA, UNICO, ALTURA DO N.63
23,2015-10-22,1,Lapa,Inativo Transitável,12:48,19:38,AV IMP LEOPOLDINA, BAIRRO/CENTRO, ALTURA DO NÚMERO 1799
24,2015-10-22,1,Pinheiros,Inativo Transitável,17:07,19:52,AV DAS NAÇÕES UNIDAS, BAIRRO/CENTRO, ALTURA DO NUMERO 306
25,2015-10-22,1,Itaquera,Inativo Intransitável,03:39,04:23,"AV JACU-PESSEGO N TRABALHADORES,", MAUA/A SENNA - ÚNICA, R MONTANHAS
26,2015-10-22,1,Mooca,Inativo Transitável,18:16,22:38,AV SALIM FARAH MALUF, MARGINAL/VILA PRUDENTE, RUA SERRA NEGRA
27,2015-10-22,1,Cidade Ademar,Inativo Transitável,16:55,19:42,AV NSRA DO SABARA, BAIRRO/CENTRO, AV INTERLAGOS
28,2015-10-22,1,Ipiranga,Inativo Transitável,08:33,19:41,AV DO CURSINO, CENTRO/BAIRRO, ALTURA DO NÚMERO 2947
29,2015-10-26,1,Sé,Inativo Transitável,02:23,04:28,"AV RIO BRANCO,", BAIRRO/CENTRO, AV DUQ.DE CAXIAS
30,2015-10-26,1,Sé,Inativo Transitável,02:27,04:28,"AV RIO BRANCO,", BAIRRO/CENTRO, AV IPIRANGA
31,2015-10-26,1,Sé,Inativo Transitável,05:24,13:57,"AV RIO BRANCO,", BAIRRO/CENTRO, AV DUQ.DE CAXIAS
32,2015-10-26,1,Sé,Inativo Transitável,05:30,13:15,"AV RIO BRANCO,", AMBOS, R DOS TIMBIRAS
33,2015-10-26,1,Sé,Inativo Transitável,06:59,12:44,AV RIO BRANCO, BAIRRO/CENTRO, ALTURA DO NÚMERO 233
34,2015-10-26,1,Sé,Inativo Transitável,06:59,13:57,"AV RIO BRANCO,", BAIRRO/CENTRO, PC PRSA ISABEL
