,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2022-04-04,1,Vila Maria/ Vila Guilherme,Inativo Transitável,18:50,19:04,R MAGARINOS TORRES, NAO INFORMADO, R DOM LUIS FELIPE DE ORLEANS
1,2022-04-08,1,Vila Maria/ Vila Guilherme,Inativo Intransitável,21:12,02:29,RUA CEL MARQUES, AMBOS, ALTURA DO Nº 325
2,2022-04-08,1,Penha,Inativo Intransitável,20:55,00:13,AV PDE ESTANISLAU DE CAMPOS, AMBOS, AV PDE SENA FREITAS
3,2022-04-15,1,Vila Maria/ Vila Guilherme,Inativo Transitável,17:42,17:56,R MARIA CANDIDA, UNICO, R CAP LUIS RAMOS
4,2022-05-11,1,Sé,Inativo Transitável,19:38,20:27,AV RIO BRANCO, BAIRRO/CENTRO, AV DUQ.DE CAXIAS
5,2022-05-30,1,Casa Verde,Inativo Transitável,21:10,01:06,AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NSRA.DO O
6,2022-05-30,1,Casa Verde,Inativo Transitável,21:23,21:50,R BENEDITO AUGUSTO FERREIRA, AMBOS, R VICENTE FERREIRA LEITE
7,2022-05-30,1,Sé,Inativo Intransitável,19:23,21:46,AV RIO BRANCO, BAIRRO/CENTRO, R GAL OSORIO
8,2022-05-30,1,Sé,Inativo Transitável,19:29,22:12,R TEODORO SAMPAIO, AMBOS, PC DR CLEMENTE FERREIRA
9,2022-05-30,1,Butantã,Inativo Intransitável,19:24,20:35,AV PROF FRANCISCO MORATO, BAIRRO/CENTRO, R MIN EDMUNDO LINS
10,2022-05-30,1,Santo Amaro,Inativo Transitável,22:02,00:33,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R OLIVIA FEDER
11,2022-05-30,1,Vila Mariana,Inativo Intransitável,19:25,20:37,AV STO AMARO, CENTRO/BAIRRO, AV ROQUE PETRONI JUNIOR
12,2022-06-10,1,Pinheiros,Inativo Intransitável,06:42,09:57,AV STO AMARO, BAIRRO/CENTRO, AV STO AMARO
13,2022-06-10,1,Santo Amaro,Inativo Transitável,05:08,05:43,R MIGUEL YUNES, AMBOS, AV NSRA.DE SABARA
