,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2020-05-07,1,Itaquera,Inativo Transitável,01:18,01:35,AV. JACU PESSEGO N TRABALHADORES, MAUA/A SENNA, R. MONTANHAS
1,2020-06-06,1,Pinheiros,Inativo Intransitável,22:40,23:29,VD. CAMPO BELO, BAIRRO/CENTRO, ALTURA DO NÚMERO 0
2,2020-06-06,1,Vila Prudente,Inativo Intransitável,22:49,23:05,AV. PROF. LUIZ IGNACIO ANHAIA MELLO, AMBOS, PC. RUY ROXO
3,2020-06-06,1,Vila Prudente,Inativo Transitável,23:08,23:10,AV. PROF LUIZ IGNACIO ANHAIA MELLO (SAO LUCAS), V PRUDENTE/SAPOPEMBA, R DOMINGOS AFONSO
4,2020-06-06,1,Santo Amaro,Inativo Transitável,22:28,23:29,PC. DOM. FRANCISCO DE SOUSA, ÚNICO, AV. VITOR MANZINI
5,2020-06-06,1,Vila Mariana,Inativo Intransitável,22:31,22:41,AV. VINTE E TRES DE MAIO, SANTANA/AEROPORTO, VD. GAL. EUCLIDES DE FIGUEIREDO
6,2020-06-06,1,Vila Mariana,Inativo Intransitável,22:36,22:39,AV. VINTE E TRES DE MAIO, AEROPORTO/SANTANA, VD. GAL. EUCLIDES DE FIGUEIREDO
7,2020-06-07,1,Butantã,Inativo Intransitável,00:30,03:10,AV. MAGALHAES DE CASTRO, CASTELO/INTERLAGOS - LOCAL, PTE. ENG. ARY TORRES
8,2020-06-07,1,Pinheiros,Inativo Transitável,06:06,06:48,VD. CAMPO BELO (ITAIM BIBI), BAIRRO/CENTRO, NO TERMINO DO VIADUTO
9,2020-06-07,1,Santo Amaro,Inativo Transitável,07:15,08:19,AV. VER. JOSE DINIZ, BAIRRO/CENTRO, R. GABRIELE D'ANNUNZIO
10,2020-06-26,1,Sé,Inativo Transitável,08:08,09:00,R. DA FIGUEIRA (BRAS), ÚNICO, AV MERCURIO
11,2020-06-26,1,Sé,Inativo Intransitável,23:49,23:54,AV. PRES CASTELO BRANCO (BARRA FUNDA), CASTELO B/A SENNA - LOCAL, PTE DAS BANDEIRAS SEN ROMEU TUMA
12,2020-06-26,1,Pinheiros,Inativo Transitável,23:41,16:10,AV. DAS. NACOES UNIDAS, INTERLAGOS/CASTELO - LOCAL, R. OLIVIA FEDER
13,2020-06-26,1,Pinheiros,Inativo Transitável,23:43,03:40,AV. PRES. JUSCELINO KUBITSCHEK, MARGINAL/IBIRAPUERA, AV. DAS. NACOES UNIDAS
14,2020-06-26,1,Pinheiros,Inativo Transitável,23:50,03:37,AV. PRES. JUSCELINO KUBITSCHEK, IBIRAPUERA/MARG, AV. DAS. NACOES UNIDAS
15,2020-06-27,1,Casa Verde,Inativo Transitável,00:22,01:12,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE DO LIMAO-ADHEMAR F. DA SILVA
16,2020-06-27,1,Casa Verde,Inativo Transitável,00:23,03:57,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE FREGUESIA DO O P N RODRIGUES
17,2020-06-27,1,Casa Verde,Inativo Transitável,02:11,02:12,MARGINAL TIETE, A SENNA/CASTELO B - EXP, PTE DA CASA VERDE-JORN.WALTER ABRAHAO
18,2020-06-27,1,Casa Verde,Inativo Intransitável,02:11,14:01,MARGINAL TIETE, A SENNA/CASTELO B - EXP, PTE. DA. CASA VERDE-JORN.WALTER ABRAHAO
19,2020-06-27,1,Casa Verde,Inativo Intransitável,10:42,15:20,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE DO LIMAO-ADHEMAR F. DA SILVA
20,2020-06-27,1,Freguesia do Ó,Inativo Transitável,10:36,16:00,AV. SANTA MARINA, UNICO, ALTURA DO NÚMERO 2230
21,2020-06-27,1,Vila Maria/ Vila Guilherme,Inativo Intransitável,00:04,05:00,:04 a 05:00AV. MORVAN DIAS DE FIGUEIREDO, A SENNA/CASTELO B - LOCAL, PTE. DA. VILA GUILHERME C W O BAUMGART
22,2020-06-27,1,Vila Maria/ Vila Guilherme,Inativo Intransitável,00:12,09:23,AV. MORVAN DIAS DE FIGUEIREDO, A SENNA/CASTELO B - LOCAL, AV. GUILHERME
23,2020-06-27,1,Vila Maria/ Vila Guilherme,Inativo Transitável,13:56,20:05,AV. MORVAN DIAS DE FIGUEIREDO, A SENNA/CASTELO B - LOCAL, PTE. DA. VILA GUILHERME C W O BAUMGART
24,2020-06-27,1,Santana,Inativo Intransitável,03:14,04:22,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE DAS BANDEIRAS SEN ROMEU TUMA
25,2020-06-27,1,Santana,Inativo Transitável,10:34,15:00,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE. DAS. BANDEIRAS SEN ROMEU TUMA
26,2020-06-27,1,Santana,Inativo Transitável,10:40,16:34,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE. DAS. BANDEIRAS SEN ROMEU TUMA
27,2020-06-27,1,Santana,Inativo Intransitável,11:03,12:40,MARGINAL TIETE, A SENNA/CASTELO B - EXPRESSA, PTE DAS BANDEIRAS SEN ROMEU TUMA
28,2020-06-27,1,Santana,Inativo Transitável,15:57,14:30,MARGINAL TIETE, A SENNA/CASTELO B - CENTRAL, PTE. DAS. BANDEIRAS SEN ROMEU TUMA
29,2020-06-27,1,Sé,Inativo Transitável,06:29,14:19,AV. PAULISTA, CONSOLACAO/PARAISO, AL. MIN. ROCHA AZEVEDO
30,2020-06-27,1,Sé,Inativo Transitável,08:46,13:10,AV. PRES. CASTELO BRANCO, CASTELO B/A SENNA - LOCAL, R. SERGIO TOMAS
31,2020-06-27,1,Sé,Inativo Intransitável,10:37,16:33,MARGINAL TIETE, A SENNA/CASTELO B - EXPR, AV. CASA VERDE
32,2020-06-27,1,Lapa,Inativo Transitável,09:23,16:00,PC. DR. PEDRO CORAZZA, BAIRRO/CENTRO, AV. ERMANO MARCHETTI
33,2020-06-27,1,Lapa,Inativo Intransitável,12:30,18:30,a 18:30AV. CARDEAL SANTIAGO LUIS CAPELLO, AMBOS, AV. DR. GASTÃO VIDIGAL
34,2020-06-27,1,Lapa,Inativo Intransitável,12:35,18:30,AV. MOFARREJ, AMBOS, AV. DR. GASTÃO VIDIGAL
35,2020-06-27,1,Pinheiros,Inativo Intransitável,02:48,18:38,VD. CAMPO BELO, BAIRRO/CENTRO, ALTURA DO N. 0
36,2020-06-27,1,Pinheiros,Inativo Intransitável,03:13,03:32,AV. DAS. NACOES UNIDAS, INTERLAGOS/CASTELO - LOCAL, R. OLIVIA FEDER
37,2020-06-27,1,Pinheiros,Inativo Intransitável,12:22,14:57,AV. DAS. NACOES UNIDAS, INTERLAGOS/CASTELO - LOCAL, R. FLORIDA
38,2020-06-27,1,Pinheiros,Inativo Intransitável,18:22,01:18,:22 a 01:18VD. CAMPO BELO, BAIRRO/CENTRO, ALTURA DO NÚMERO 0
39,2020-06-27,1,Itaim Paulista,Inativo Intransitável,14:00,18:30,AV. BRAZ DA ROCHA CARDOSO, AMBOS, ALTURA DO N. 559
40,2020-06-27,1,Itaim Paulista,Inativo Intransitável,14:00,18:30,R. TITE LEMOS, AMBOS, R SERRA DO GRAO MOGOL
41,2020-06-27,1,Mooca,Inativo Transitável,13:47,19:40,AV. ALCANTARA MACHADO, CENTRO/BAIRRO, R. WANDENKOLK
42,2020-06-27,1,Mooca,Inativo Transitável,13:49,14:45,AV. ALCANTARA MACHADO, BAIRRO/CENTRO, VD. PIRES DO RIO
43,2020-06-27,1,Campo Limpo,Inativo Transitável,06:46,11:38,MARGINAL PINHEIROS, CASTELO/INTERLAGOS - LOCAL, PTE. DO. MORUMBI CAIO POMPEU DE TOLEDO
44,2020-06-27,1,Santo Amaro,Inativo Intransitável,07:32,01:17,AV. JORN. ROBERTO MARINHO, MARGINAL/AEROPORTO, R. JOÃO ALVARES SOARES
45,2020-06-27,1,Santo Amaro,Inativo Transitável,08:09,14:26,AV. DAS NACOES UNIDAS, INTERLAGOS/CASTELO - LOCAL, R JAIME DE OLIVEIRA SOUZA
46,2020-06-27,1,Vila Mariana,Inativo Intransitável,07:37,18:37,a 18:37AV. SANTO AMARO, BAIRRO/CENTRO, ALTURA DO N. 2191
47,2020-06-27,1,Vila Mariana,Inativo Transitável,18:23,18:28,AV. SANTO AMARO, BAIRRO/CENTRO, ALTURA DO N. 2191
48,2020-06-28,1,Pinheiros,Inativo Intransitável,16:39,21:03,VD. CAMPO BELO, BAIRRO/CENTRO, AV. JORN. ROBERTO MARINHO
49,2020-06-29,1,Pinheiros,Inativo Intransitável,05:53,07:22,VD. CAMPO BELO, BAIRRO/CENTRO, R. EDSON
