,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2015-01-01,1,M'Boi Mirim,Inativo Transitável,18:52,20:35,"AV GUARAPIRANGA,", AMBOS, AV GUIDO CALOI
1,2015-01-02,1,Butantã,Inativo Transitável,18:02,18:52,"AV PROF FRANCISCO MORATO,", BAIRRO/CENTRO, R IBIAPABA
2,2015-01-03,1,Pirituba/Jaraguá,Inativo Intransitável,18:20,22:42,AV RAIMUNDO PEREIRA DE MAGALHAES, AMBOS, ALTURA DO NÚMERO 12000
3,2015-01-05,1,Santana,Inativo Transitável,14:36,15:46,AV SANTOS DUMONT, AER/ST, ALTURA DO NÚMERO 552
4,2015-01-05,1,Butantã,Inativo Transitável,16:29,18:26,AV MAGALHAES DE CASTRO, CB/INT - LOCAL, PTE EUSEBIO MATOSO
5,2015-01-05,1,Itaquera,Inativo Transitável,15:51,18:36,AV ARICANDUVA, ITAQUERA/MARGINAL, AV AFONSO DE SAMPAIO E SOUSA
6,2015-01-05,1,São Mateus,Inativo Transitável,15:46,16:04,AV JACU-PESSEGO N.TRABALHADORES, A SENNA/MAUA - CENTRAL, AV SAPOPEMBA
7,2015-01-05,1,M'Boi Mirim,Inativo Transitável,16:11,18:27,AV GUIDO CALOI, CB/INT, PTE TRANSAMERICA
8,2015-01-05,1,Santo Amaro,Inativo Transitável,16:09,18:26,AV DAS NACOES UNIDAS, INT/CB - LOCAL, PTE JOAO DIAS
9,2015-01-05,1,Santo Amaro,Inativo Transitável,16:25,19:09,AV STO AMARO, B/C, R JOAO ALFREDO
10,2015-01-05,1,Vila Mariana,Inativo Intransitável,15:36,15:45,AV RUBEM BERTA, AMBOS, PC JUCA MULATO
11,2015-01-06,1,M'Boi Mirim,Inativo Intransitável,18:25,19:47,AV GUIDO CALOI, CB/INT - LOCAL, ALTURA DO NÚMERO 2221
12,2015-01-06,1,M'Boi Mirim,Inativo Intransitável,19:39,18:17,AV GUARAPIRANGA, B/C, ALTURA DO NÚMERO 1369
13,2015-01-06,1,Santo Amaro,Inativo Transitável,17:22,19:42,AV DAS NACOES UNIDAS, INT/CB - LOCAL, AV OCTALLES MARCONDES FERREIRA
14,2015-01-06,1,Santo Amaro,Inativo Transitável,17:25,19:42,AV DAS NACOES UNIDAS, INT/CB - LOCAL, AV INTERLAGOS
15,2015-01-06,1,Santo Amaro,Inativo Intransitável,17:26,18:46,AV DAS NACOES UNIDAS, INT/CB - LOCAL, R JAIME DE OLIVEIRA SOUZA
16,2015-01-06,1,Santo Amaro,Inativo Transitável,17:36,17:58,AV DAS NACOES UNIDAS, INT/CB - LOCAL, R PROF CAMPOS DE OLIVEIRA
17,2015-01-06,1,Santo Amaro,Inativo Intransitável,17:44,20:01,R JOAO ALFREDO, BAIRRO/CENTRO, AL STO AMARO
18,2015-01-07,1,Freguesia do Ó,Inativo Intransitável,17:15,18:00,AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NOSSA SENHORA DO O
19,2015-01-07,1,Freguesia do Ó,Inativo Intransitável,20:28,21:08,AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NSRA.DO O
20,2015-01-07,1,Sé,Inativo Transitável,21:14,22:24,VEL PRES ARTHUR DA COSTA E SILVA, PE/LA, ALTURA DO NÚMERO 769
21,2015-01-07,1,Pinheiros,Inativo Transitável,18:55,20:10,R PEIXOTO GOMIDE, UNICO, AL SANTOS
22,2015-01-07,1,Itaquera,Inativo Transitável,18:15,19:00,R MARIA BAUMANN MENDONÇA, UNICO, R. PROF. BRITO MACHADO
23,2015-01-07,1,Itaquera,Inativo Intransitável,18:40,22:53,"R DR LUIZ AYRES,", CENTRO/BAIRRO, R CASTELO DO PIAUI
24,2015-01-07,1,Mooca,Inativo Transitável,16:53,18:27,AV ALCANTARA MACHADO, CENTRO/BAIRRO, AV ALVARO RAMOS
25,2015-01-07,1,Mooca,Inativo Transitável,21:22,03:52,AV DO ESTADO, IP/ST, ALTURA DO NÚMERO 2023
26,2015-01-07,1,Mooca,Inativo Transitável,21:49,00:39,AV ALCANTARA MACHADO, C/B, AV ALVARO RAMOS
27,2015-01-07,1,Mooca,Inativo Intransitável,22:26,01:50,MARGINAL TIETE, CB/AS - EXP, PTE CRUZEIRO DO SUL
28,2015-01-07,1,Mooca,Inativo Intransitável,22:31,01:50,MARGINAL TIETE, CB/AS - TRANSP LOCAL/CENTRAL, PTE PRES JANIO QUADROS
29,2015-01-07,1,Mooca,Inativo Transitável,22:37,01:50,MARGINAL TIETE, CB/AS - CENTRAL, PTE PRES JANIO QUADROS
