,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2017-01-02,1,Vila Maria/ Vila Guilherme,Inativo Transitável,18:27,19:16,MARGINAL TIETE ASCB EXPRESSA, A SENNA/CASTELO B, PTE DA VILA GUILHERME
1,2017-01-02,1,Vila Maria/ Vila Guilherme,Inativo Transitável,18:36,19:01,AV MORVAN DIAS DE FIGUEIREDO, A SENNA/CASTELO B, R DA COROA
2,2017-01-02,1,Itaquera,Inativo Transitável,18:43,19:18,:43 a 19:18AV JACU-PESSEGO N TRABALHADORES, MAUA/A SENNA, R MONTANHAS
3,2017-01-02,1,Mooca,Inativo Transitável,18:56,19:01,"AV CELSO GARCIA,", CENTRO/BAIRRO, AV ALVARO RAMOS
4,2017-01-02,1,Penha,Inativo Intransitável,18:26,18:54,AV DOM HELDER CAMARA, CENTRO/BAIRRO, AV S MIGUEL
5,2017-01-02,1,Penha,Inativo Intransitável,18:36,18:50,AV AGUIA DE HAIA, CENTRO/BAIRRO, ALTURA DO NÚMERO 63
6,2017-01-02,1,Penha,Inativo Transitável,18:44,19:18,:44 a 19:18AV JACU-PESSEGO N TRABALHADORES, MAUA/A SENNA, AV S MIGUEL
7,2017-01-02,1,Penha,Inativo Transitável,19:09,20:15,AV CD.DE FRONTIN, BAIRRO/CENTRO, R JOAQUIM MARRA
8,2017-01-02,1,M'Boi Mirim,Inativo Intransitável,17:45,18:38,AV GUARAPIRANGA, BAIRRO/CENTRO, ALTURA DO NÚMERO 752
9,2017-01-02,1,Santo Amaro,Inativo Transitável,17:27,19:17,:27 a 19:17AV INTERLAGOS, AMBOS, AV DAS NACOES UNIDAS
10,2017-01-02,1,Santo Amaro,Inativo Intransitável,17:27,19:17,:27 a 19:17AV INTERLAGOS, AMBOS, AV DAS NACOES UNIDAS
11,2017-01-02,1,Santo Amaro,Inativo Transitável,17:32,19:08,AV VITOR MANZINI, CENTRO/BAIRRO, R CRISTALINO ROLIM DE FREITAS
12,2017-01-02,1,Santo Amaro,Inativo Intransitável,17:48,18:20,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R JAIME DE OLIVEIRA SOUZA
13,2017-01-02,1,Santo Amaro,Inativo Intransitável,17:50,18:13,"AV MARIA COELHO AGUIAR,", CENTRO/BAIRRO, PC ALCEU AMOROSO LIMA
14,2017-01-02,1,Santo Amaro,Inativo Transitável,17:50,18:20,AV DAS NACOES UNIDAS, AMBOS, R JAIME DE OLIVEIRA SOUZA
15,2017-01-02,1,Santo Amaro,Inativo Transitável,17:57,19:15,AV DAS NACOES UNIDAS, AMBOS, AV OCTALLES MARCONDES FERREIRA
16,2017-01-02,1,Santo Amaro,Inativo Intransitável,17:58,18:29,AV ENG EUSEBIO STEVAUX, BAIRRO/CENTRO, AV INTERLAGOS
17,2017-01-02,1,Santo Amaro,Inativo Transitável,18:03,18:48,"AV ROQUE PETRONI JUNIOR,", AMBOS, R CANCIONEIRO POPULAR
18,2017-01-02,1,Santo Amaro,Inativo Transitável,18:05,19:06,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R ACARI
19,2017-01-02,1,Santo Amaro,Inativo Intransitável,18:16,18:46,AV VITOR MANZINI, AMBOS, R GALENO DE CASTRO
20,2017-01-02,1,Ipiranga,Inativo Transitável,17:47,18:02,AV PROF ABRAAO DE MORAIS, SANTOS/S PAULO, AV FAGUNDES FILHO
21,2017-01-02,1,Ipiranga,Inativo Transitável,18:01,18:28,AV PROF ABRAAO DE MORAIS, AMBOS, R RIBEIRO LACERDA
22,2017-01-03,1,Aricanduva/ Vila Formosa,Inativo Intransitável,19:05,19:16,R MELO FREIRE, AMBOS - ÚNICA, R ANTONIO DE BARROS
23,2017-01-03,1,Campo Limpo,Inativo Transitável,09:39,10:01,AV VITOR GABRIEL, BAIRRO/CENTRO, R CAMPINA GRANDE
24,2017-01-07,1,Casa Verde,Inativo Transitável,16:24,17:07,MARGINAL TIETE EXPRESSA, A SENNA/CASTELO B, PTE JORN WALTER ABRAHAO
25,2017-01-07,1,Casa Verde,Inativo Intransitável,19:01,20:07,AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NOSSA SENHORA DO Ó
26,2017-01-07,1,Freguesia do Ó,Inativo Transitável,16:35,17:17,:17AV BENEDITO ANDRADE, AMBOS, AV CB ADAO PEREIRA
27,2017-01-07,1,Freguesia do Ó,Inativo Transitável,16:39,17:47,AV GAL EDGAR FACO, AMBOS, AV MIN PETRONIO PORTELA
28,2017-01-07,1,Freguesia do Ó,Inativo Intransitável,16:46,18:22,AV NSRA.DO O, AMBOS, AV ANTONIO MUNHOZ BONILHA
29,2017-01-07,1,Freguesia do Ó,Inativo Intransitável,16:50,18:22,AV NSRA.DO O, AMBOS, R BARTOLOMEU DO CANTO
30,2017-01-07,1,Freguesia do Ó,Inativo Intransitável,16:52,18:14,PC ORLANDO SILVA, AMBOS, ALTURA DO NÚMERO 1
31,2017-01-07,1,Freguesia do Ó,Inativo Intransitável,18:45,18:51,"AV GAL EDGAR FACO,", AMBOS, PTE DO PIQUERI
32,2017-01-07,1,Pirituba/Jaraguá,Inativo Transitável,17:20,17:36,AV RAIMUNDO PEREIRA DE MAGALHAES, AMBOS, R PEDRO COLACO
33,2017-01-07,1,Santana,Inativo Transitável,16:30,17:13,MARGINAL TIETE CENTRAL, A SENNA/CASTELO B, PTE ADHEMAR FERREIRA DA SILVA
