index,Data,Arquivo,Origem,Destino,Num_viagens,Tempo com chuva (min),Nós com chuva,Tempo ponderado com chuva (min)
11,15/01/2013,h_1242000.tif,77307,5692,1431.0892746446134,163.58685269999972,478,234107.3903718378
11,15/01/2013,h_1242000.tif,77307,25887,0.0,163.58685269999972,478,234107.3903718378
11,15/01/2013,h_1242000.tif,77307,21124,396.3377053382814,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,92375,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,10845,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,60630,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,93673,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,70823,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,64348,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,73976,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,64037,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,25051,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,73054,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,7827,0.0,394.8779532000033,890,156505.02185996657
11,15/01/2013,h_1242000.tif,77307,82717,199.30503400705572,1565.08076370001,2531,311928.47483301925
11,15/01/2013,h_1242000.tif,77307,62269,0.0,1565.08076370001,2531,311928.47483301925
11,15/01/2013,h_1242000.tif,77307,82934,0.0,1565.08076370001,2531,311928.47483301925
11,15/01/2013,h_1242000.tif,77307,83513,0.0,1565.08076370001,2531,311928.47483301925
11,15/01/2013,h_1242000.tif,77307,80947,0.0,1565.08076370001,2531,311928.47483301925
11,15/01/2013,h_1242000.tif,77307,81264,0.0,1565.08076370001,2531,311928.47483301925
11,15/01/2013,h_1242000.tif,77307,80499,0.0,1565.08076370001,2531,311928.47483301925
11,15/01/2013,h_1242000.tif,77307,79864,0.0,1565.08076370001,2531,311928.47483301925
11,15/01/2013,h_1242000.tif,77307,67601,616.3194520604778,1213.2551321000024,2148,747752.7382254361
11,15/01/2013,h_1242000.tif,77307,78456,0.0,1213.2551321000024,2148,747752.7382254361
11,15/01/2013,h_1242000.tif,77307,60992,0.0,1213.2551321000024,2148,747752.7382254361
11,15/01/2013,h_1242000.tif,77307,99358,213.69299772180293,66.54485999999991,205,14220.170616377676
11,15/01/2013,h_1242000.tif,77307,23115,1422.560890860129,310.97635739999964,591,442382.8040193813
11,15/01/2013,h_1242000.tif,77307,37563,137.57216197867024,143.97738840000017,399,19807.28059823074
11,15/01/2013,h_1242000.tif,77307,28043,2307.4612596447746,165.16197719999988,394,381104.86395533325
11,15/01/2013,h_1242000.tif,77307,36547,0.0,165.16197719999988,394,381104.86395533325
11,15/01/2013,h_1242000.tif,77307,46649,0.0,165.16197719999988,394,381104.86395533325
11,15/01/2013,h_1242000.tif,77307,39248,0.0,165.16197719999988,394,381104.86395533325
