,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2018-10-01,1,Jaçanã/ Tremembé,Inativo Transitável,07:10,11:00,AV. CEL SEZEFREDO FAGUNDES, BAIRRO/CENTRO, ALTURA DO NÚMERO 6700
1,2018-10-01,1,Pirituba/Jaraguá,Inativo Transitável,03:41,04:44,AV. RAIMUNDO PEREIRA DE MAGALHAES, BAIRRO/CENTRO, ALTURA DO NÚMERO 7598
2,2018-10-01,1,Pirituba/Jaraguá,Inativo Transitável,08:10,08:43,AV. RAIMUNDO PEREIRA DE MAGALHAES, BAIRRO/CENTRO, R. COMEN. FEIZ ZARZUR
3,2018-10-01,1,Pirituba/Jaraguá,Inativo Transitável,08:25,08:43,AV. RAIMUNDO PEREIRA DE MAGALHAES, CENTRO/BAIRRO, ALTURA DO NÚMERO 13250
4,2018-10-01,1,Pinheiros,Inativo Transitável,22:40,03:46,AV. PEDROSO DE MORAIS, CENTRO/BAIRRO, ALTURA DO NÚMERO 2560
5,2018-10-01,1,Mooca,Inativo Transitável,15:52,16:38,AV. CELSO GARCIA, AMBOS, ALTURA DO NÚMERO 996: R RICARDO GONCALVES
6,2018-10-01,1,Santo Amaro,Inativo Intransitável,23:55,00:02,AV. PDE. JOSE MARIA, LGO 13/MARGINAL, ALTURA DO NÚMERO 202
7,2018-10-09,1,Pinheiros,Inativo Transitável,05:32,07:55,AV. DAS NACOES UNIDAS, INTERLAGOS/CASTELO - LOCAL, PTE ENG ROBERTO ROSSI ZUCCOLO
8,2018-10-09,1,Campo Limpo,Inativo Transitável,00:41,00:48,ES. DE. ITAPECERICA, BAIRRO/CENTRO, ALTURA DO NÚMERO 2591
9,2018-10-09,1,Santo Amaro,Inativo Transitável,03:57,04:13,AV. VER. JOSÉ DINIZ, BAIRRO/CENTRO, R. GABRIELE D'ANNUNZIO
10,2018-10-10,1,Pirituba/Jaraguá,Inativo Transitável,06:34,06:58,AV. RAIMUNDO PEREIRA DE MAGALHAES, CENTRO/BAIRRO, ALTURA DO NÚMERO 13250
11,2018-10-15,1,Sé,Inativo Transitável,05:26,05:36,AV. S. JOAO, B/C, AL. GLETE
12,2018-10-15,1,Sé,Inativo Transitável,06:01,07:02,AV. VINTE E TRES DE MAIO, SANTANA/AEROPORTO - EXP, PC. DA. BANDEIRA
13,2018-10-15,1,Sé,Inativo Transitável,08:02,08:50,AV. MERCURIO, BAIRRO/CENTRO, PC. S. VITO
14,2018-10-15,1,Lapa,Inativo Transitável,07:28,08:50,AV. ERMANO MARCHETTI, LA/B FUNDA, R. DO. CURTUME
15,2018-10-15,1,Pinheiros,Inativo Transitável,06:05,10:14,AV. DAS. NACOES UNIDAS, INT/CB - LOCAL, PTE. EUSEBIO MATOSO
