Pacote,Subprefeitura,coluna,tt_chuva,tt_seco_mod,Viagens excluidas,tempo_execucao_chuva,tempo_execucao_mod,Subprefeitura
Pacote_46,SAO MATEUS,tt_pct46.0_h_1436400,7.148551463101288,7.148551463101288,0,0.619088888168335,0.4251410961151123,SAO MATEUS
Pacote_46,SAO MATEUS,tt_pct46.0_h_1447200,8.205896494076825,7.148551463101288,0,0.7057070732116699,0.42571592330932617,SAO MATEUS
Pacote_46,SAO MATEUS,tt_pct46.0_h_1458000,8.135986772450341,7.148551463101288,0,0.8801400661468506,0.42508387565612793,SAO MATEUS
Pacote_46,SAO MATEUS,tt_pct46.0_h_1450800,8.219108998244726,7.148551463101288,0,0.785789966583252,0.42780613899230957,SAO MATEUS
Pacote_46,SAO MATEUS,tt_pct46.0_h_1454400,8.2266352759352,7.148551463101288,0,0.8775882720947266,0.4267411231994629,SAO MATEUS
Pacote_46,SAO MATEUS,tt_pct46.0_h_1440000,7.350998486958135,7.148551463101288,0,0.5684628486633301,0.430739164352417,SAO MATEUS
Pacote_46,SAO MATEUS,tt_pct46.0_h_1443600,8.415716093485628,7.148551463101288,0,0.6098051071166992,0.42874693870544434,SAO MATEUS
Pacote_47,SAO MATEUS,tt_pct47.0_h_1627200,8.099453150419972,7.148551463101288,0,0.7011151313781738,0.42455077171325684,SAO MATEUS
Pacote_47,SAO MATEUS,tt_pct47.0_h_1638000,8.462695290667872,7.148551463101288,0,0.718095064163208,0.4258260726928711,SAO MATEUS
Pacote_47,SAO MATEUS,tt_pct47.0_h_1630800,8.185613135484578,7.148551463101288,0,0.720721960067749,0.42848896980285645,SAO MATEUS
Pacote_47,SAO MATEUS,tt_pct47.0_h_1634400,8.140529103350703,7.148551463101288,0,0.6550819873809814,0.42464590072631836,SAO MATEUS
Pacote_47,SAO MATEUS,tt_pct47.0_h_1616400,7.148551463101288,7.148551463101288,0,0.6590640544891357,0.4268190860748291,SAO MATEUS
Pacote_47,SAO MATEUS,tt_pct47.0_h_1620000,7.770326025436179,7.148551463101288,0,0.6144778728485107,0.4267911911010742,SAO MATEUS
Pacote_47,SAO MATEUS,tt_pct47.0_h_1623600,8.111872512888592,7.148551463101288,0,0.6760861873626709,0.4263339042663574,SAO MATEUS
Pacote_48,SAO MATEUS,tt_pct48.0_h_1947600,7.251613253109999,7.148551463101288,0,0.5807921886444092,0.4232621192932129,SAO MATEUS
Pacote_48,SAO MATEUS,tt_pct48.0_h_1969200,7.975235547288477,7.148551463101288,0,0.6955580711364746,0.4471280574798584,SAO MATEUS
Pacote_48,SAO MATEUS,tt_pct48.0_h_1962000,7.873605084883505,7.148551463101288,0,0.6303198337554932,0.42455124855041504,SAO MATEUS
Pacote_48,SAO MATEUS,tt_pct48.0_h_1954800,7.7683729023884505,7.148551463101288,0,0.7470250129699707,0.4235241413116455,SAO MATEUS
Pacote_48,SAO MATEUS,tt_pct48.0_h_1951200,7.6492504892889785,7.148551463101288,0,0.6794981956481934,0.42285799980163574,SAO MATEUS
Pacote_48,SAO MATEUS,tt_pct48.0_h_1944000,7.148551463101288,7.148551463101288,0,0.6443610191345215,0.42412281036376953,SAO MATEUS
Pacote_48,SAO MATEUS,tt_pct48.0_h_1965600,8.170522296120703,7.148551463101288,0,0.6063439846038818,0.4265129566192627,SAO MATEUS
Pacote_48,SAO MATEUS,tt_pct48.0_h_1958400,7.748441449724753,7.148551463101288,0,0.6543340682983398,0.4213700294494629,SAO MATEUS
Pacote_49,SAO MATEUS,tt_pct49.0_h_2044800,7.154522940099939,7.148551463101288,0,0.6038010120391846,0.4280819892883301,SAO MATEUS
Pacote_49,SAO MATEUS,tt_pct49.0_h_2055600,8.470735524818288,7.148551463101288,0,0.6791110038757324,0.4205801486968994,SAO MATEUS
Pacote_49,SAO MATEUS,tt_pct49.0_h_2059200,8.044012279147099,7.148551463101288,0,0.7149031162261963,0.4191877841949463,SAO MATEUS
Pacote_49,SAO MATEUS,tt_pct49.0_h_2041200,7.148551463101288,7.148551463101288,0,0.5940690040588379,0.4239497184753418,SAO MATEUS
Pacote_49,SAO MATEUS,tt_pct49.0_h_2052000,8.227929330704177,7.148551463101288,0,0.6543679237365723,0.4272499084472656,SAO MATEUS
Pacote_49,SAO MATEUS,tt_pct49.0_h_2062800,8.654108063610217,7.148551463101288,0,0.667464017868042,0.42442989349365234,SAO MATEUS
Pacote_49,SAO MATEUS,tt_pct49.0_h_2048400,7.548035843736332,7.148551463101288,0,0.6244707107543945,0.42440009117126465,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2199600,7.749798780549298,7.148551463101288,0,0.613584041595459,0.4239962100982666,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2196000,7.85911504745241,7.148551463101288,0,0.6463708877563477,0.4217650890350342,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2228400,8.210197481728889,7.148551463101288,0,0.8470799922943115,0.42208099365234375,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2242800,8.120693354981857,7.148551463101288,0,0.6075561046600342,0.42644214630126953,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2181600,7.548926682140447,7.148551463101288,0,0.6033611297607422,0.4227180480957031,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2235600,8.122313336942096,7.148551463101288,0,0.8961977958679199,0.41982388496398926,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2192400,7.564686806381276,7.148551463101288,0,0.6301102638244629,0.4244711399078369,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2170800,7.461817345026008,7.148551463101288,0,0.67189621925354,0.41734886169433594,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2178000,7.568769914562641,7.148551463101288,0,0.6750330924987793,0.4246041774749756,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2206800,8.485617733506666,7.148551463101288,0,0.6055600643157959,0.42260098457336426,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2221200,8.251779608893354,7.148551463101288,0,0.7545609474182129,0.42163801193237305,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2232000,8.213298951831872,7.148551463101288,0,0.8909568786621094,0.4220709800720215,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2217600,8.57628599377893,7.148551463101288,0,0.6516578197479248,0.42202305793762207,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2239200,8.115936956479398,7.148551463101288,0,0.7448179721832275,0.4255359172821045,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2163600,7.151998843845076,7.148551463101288,0,0.5725240707397461,0.4254457950592041,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2185200,7.549852561541129,7.148551463101288,0,0.656196117401123,0.421875,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2203200,8.142249711873927,7.148551463101288,0,0.6861598491668701,0.4210660457611084,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2167200,7.323618143981705,7.148551463101288,0,0.6770398616790771,0.43915700912475586,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2224800,8.251748345245186,7.148551463101288,0,0.9011440277099609,0.41999220848083496,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2188800,7.558940281509683,7.148551463101288,0,0.6285140514373779,0.42053914070129395,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2210400,8.501936435994063,7.148551463101288,0,0.6696231365203857,0.42212772369384766,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2160000,7.148551463101288,7.148551463101288,0,0.6607029438018799,0.42031311988830566,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2174400,7.502636158124371,7.148551463101288,0,0.61067795753479,0.42359185218811035,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2214000,8.310856989085813,7.148551463101288,0,0.6866371631622314,0.4197680950164795,SAO MATEUS
Pacote_50,SAO MATEUS,tt_pct50.0_h_2246400,7.889261830540491,7.148551463101288,0,0.6345927715301514,0.42080092430114746,SAO MATEUS
