index,Origem,Destino,Num_viagens,Tempo de viagem (min),Número de nós,Percurso entre nós,Tempo ponderado sem chuva (min)
240,3830604147,129958225,443.76,22.95,56,"[3830604147, 3830604150, 4502397815, 3830604154, 1700254785, 5878701419, 1700254193, 1700255434, 1679709383, 1679709401, 1679709411, 1990125491, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 2880956499, 3939028012, 2880960633, 2880962503, 2880961396, 155338354, 4169888800, 1678715332, 155338364, 1678714501, 1678714259, 242658589, 9465917982, 1678548905, 155338412, 8087436221, 1678609386, 656454008, 2343342282, 2527914888, 2413894428, 1706350251, 1706350269, 2413894501, 135583649, 129960045, 7949898526, 7949898525, 129959874, 173890845, 148630218, 173888107, 129958225]",10183.93
241,3830604147,2106532284,753.63,22.80,59,"[3830604147, 3830604150, 4502397815, 3830604154, 1700254785, 5878701419, 1700254193, 1700255434, 1679709383, 1679709401, 1679709411, 1990125491, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 2880956499, 3939028012, 2880960633, 2880962503, 2880961396, 155338354, 4169888800, 1678715332, 155338364, 1678714501, 1678714259, 242658589, 9465917982, 1678548905, 155338412, 8087436221, 1678609386, 656454008, 2343342282, 2527914888, 2413894428, 1706350251, 1706350269, 2413843448, 1706349959, 138115182, 138116629, 10599212582, 1706349090, 5338815373, 1706413619, 2357354491, 2456171451, 1664231948, 1706344385, 2106532284]",17181.98
242,3830604147,3905134105,847.58,6.29,17,"[3830604147, 3830604150, 4502397815, 3830604154, 1700254785, 5878701419, 1700254193, 1700255434, 1700255441, 192104424, 3781738189, 739470027, 3781738188, 6981923160, 6981923170, 6981923167, 3905134105]",5333.91
243,3830604147,1422532772,316.97,8.56,19,"[3830604147, 3830604150, 4502397815, 3830604154, 1700254785, 5878701419, 1700254193, 1700255434, 1679709383, 1679709401, 1679709400, 1677418201, 1664042082, 3196418867, 3196418869, 2179749679, 736984953, 5446740945, 1422532772]",2714.31
244,3830604147,1705054810,119.74,7.09,18,"[3830604147, 3830604150, 4502397815, 3830604154, 1700254785, 5878701419, 1700254193, 1700255434, 1679709383, 1679709401, 1679709400, 1677418201, 5361340891, 7299625676, 5361331086, 1665912148, 7299625672, 1705054810]",848.76
245,3830604147,1666009009,816.35,3.20,9,"[3830604147, 3830604150, 4502397815, 3830604154, 3830604142, 1665844583, 8805079939, 1700258402, 1666009009]",2610.28
246,3830604147,7285084235,443.76,19.32,74,"[3830604147, 3830604150, 4502397815, 3830604154, 1700254785, 5878701419, 1700254193, 1700255434, 1679709383, 1679709401, 1679709411, 1990125491, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 3939028160, 3939028186, 3939028195, 7284752921, 4169888805, 2881002547, 2881008031, 2881000208, 2881000211, 2880985564, 2880985552, 2880986591, 2880986587, 2893869024, 11906494647, 11906494645, 5503383423, 1678876839, 5503383107, 1665784115, 8765936648, 1678866348, 1678866322, 1984335289, 1664079305, 2976235811, 1678467683, 173920577, 173913782, 5337969837, 1734769982, 1984335298, 1734769986, 1984335300, 155393945, 1266042863, 1876029060, 1876029063, 2376451510, 7950802718, 10671569919, 438679739, 438679847, 1266042840, 438679852, 2061326965, 1266042945, 2356792829, 2356792814, 2356795806, 7285084235]",8571.50
247,3830604147,2488906786,47.75,13.44,42,"[3830604147, 3830604150, 4502397815, 3830604154, 1700254785, 5878701419, 1700254193, 1700255434, 1679709383, 1679709401, 1679709411, 1990125491, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 3939028160, 3939028186, 2880968264, 2880969840, 4177057994, 1676036119, 1676069939, 155344252, 155344952, 155340245, 1678946459, 155340246, 1679516705, 1678841389, 5889785329, 1678845897, 2522776967, 662492142, 2488906786]",641.81
248,3830604147,1607769053,753.63,19.52,71,"[3830604147, 3830604150, 4502397815, 3830604154, 3830604142, 1665844583, 8805079939, 1700258402, 1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 7937694192, 1660726271, 5863635094, 1660726263, 6875674685, 736966237, 1678061655, 9035552842, 736966286, 8707027727, 736863035, 1678061660, 737620905, 1678075546, 2464345860, 1678075651, 1678075652, 1678075625, 1422508669, 1422508627, 5644299049, 736974039, 1679429272, 1422508666, 1679429429, 2479549302, 1422508642, 1679518813, 1679469467, 1679469656, 1679469712, 8769125813, 8769125814, 2260400254, 8960112030, 760105390, 2179884119, 8790002594, 760105410, 2584391862, 8789863251, 7843280472, 9892321111, 8790211909, 1645957428, 297500321, 1734763168, 8731878413, 8731883417, 155373854, 5252124591, 662464306, 663281833, 663281862, 1607769053]",14708.83
249,3830604147,567547219,443.76,29.61,100,"[3830604147, 3830604150, 4502397815, 3830604154, 1700254785, 5878701419, 1700254193, 1700255434, 1679709383, 1679709401, 1679709411, 1990125491, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 3939028160, 3939028186, 3939028195, 7284752921, 4169888805, 2881002547, 2881008031, 2881000208, 2881000211, 2880985564, 2880985552, 2880986591, 2880986587, 2893869024, 11906494647, 11906494645, 5503383423, 1678876839, 5503383107, 1665784115, 8765936648, 1678866348, 1678866322, 1984335289, 1664079305, 2976235811, 1678467683, 173920577, 173913782, 5337969837, 1734769982, 1984335298, 1734769986, 1984335300, 155393945, 1266042863, 1876029060, 1876029058, 438679775, 438679779, 356233965, 6936069477, 1080109308, 663895454, 1079949685, 356234106, 356234097, 1079204507, 1079202483, 4551622063, 1079204055, 9178859335, 4553018169, 340185218, 492207416, 688021913, 688021915, 1095134363, 667546014, 667546005, 1041650778, 1041650738, 6384713620, 1041650746, 1041650751, 1041650766, 1038793911, 1038793958, 1038746225, 1038790352, 1038790363, 1038793934, 2453057240, 1065518445, 1065620472, 1065620477, 567547219]",13139.12
250,1666009009,130009969,190.13,23.46,69,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 739470057, 6981989085, 6981923176, 6981923174, 6981923160, 3781738188, 739470027, 3781746458, 5258525735, 4315809991, 3781746457, 737621108, 737621101, 1990125500, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 2880956499, 3939028012, 2880960633, 2880962503, 2880961396, 155338354, 4169888800, 1678715332, 155338364, 1678714501, 1678714259, 242658589, 9465917982, 1678548905, 155338412, 8087436221, 1678609386, 656454008, 2343342282, 2527914888, 2413894428, 1706350251, 1706350269, 2413894501, 135583649, 129960045, 7949898526, 7949898525, 129959874, 173890845, 129959150, 2385915999, 6733297794, 135611215, 130009968, 130009969]",4460.13
251,1666009009,3905134105,405.10,3.38,15,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 739470057, 6981989085, 6981923176, 6981923174, 6981923170, 6981923167, 3905134105]",1369.61
252,1666009009,2880970643,991.24,8.27,38,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 739470057, 6981989085, 6981923176, 6981923174, 6981923160, 3781738188, 739470027, 3781746458, 5258525735, 4315809991, 3781746457, 737621108, 737621101, 1990125500, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 3939028160, 3939028186, 3939028195, 7284752921, 2880970643]",8196.99
253,1666009009,3830604147,1298.43,3.31,11,"[1666009009, 1700258402, 1700258166, 1700258184, 1665844583, 3830604142, 1665844629, 4502397814, 1665844646, 1665850048, 3830604147]",4299.89
254,1666009009,138100960,190.13,19.99,82,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 739470057, 6981989085, 6981923176, 6981923174, 6981923160, 3781738188, 739470027, 3781746458, 5258525735, 4315809991, 3781746457, 737621108, 737621101, 1990125500, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 3939028160, 3939028186, 3939028195, 7284752921, 4169888805, 2881002547, 2881008031, 2881000208, 2881000211, 2880985564, 2880985552, 2880986591, 2880986587, 2893869024, 11906494647, 11906494645, 5503383423, 1678876839, 5503383107, 1665784115, 8765936648, 1678866348, 1678866322, 1984335289, 1664079305, 2976235811, 1678467683, 173920577, 173913782, 5337969837, 1734769982, 1984335298, 1734769986, 1984335300, 155393945, 1266042863, 1876029060, 1876029058, 438679775, 438679779, 356233965, 6936069477, 1080109308, 663895454, 1079949685, 356234106, 663895205, 138100968, 138100960]",3801.44
255,1666009009,2488906786,913.56,10.77,44,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 7937694192, 1660726271, 5863635094, 1660726263, 6875674685, 736966237, 1678061655, 9035552842, 736966286, 8707027727, 736863035, 1678061660, 737620905, 1678075546, 2464345860, 1678075651, 1678075652, 1678075625, 1422508669, 1422508627, 5644299049, 736974039, 1679429272, 1422508666, 1679429429, 2479549302, 1422508642, 1679518813, 1679519386, 1679519451, 4795322280, 5889785329, 1678845897, 2522776967, 662492142, 2488906786]",9840.81
256,1666009009,1837002912,405.10,10.64,31,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 7937694192, 1660726271, 1660726281, 3831782157, 1660727161, 1660722705, 7987231149, 1660726278, 1660722717, 1660722680, 1660722587, 7303896673, 1660722672, 4015229361, 4015229355, 1837002398, 2200584932, 1837002496, 1837002498, 7302258377, 1837002452, 1837002325, 1837002912]",4310.19
257,1666009009,8707027731,439.55,4.39,23,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 7937694192, 1660726271, 5863635094, 1660726263, 6875674685, 736966237, 1678061655, 9035552842, 736966286, 8707027727, 736863035, 1678061660, 737144139, 1678061659, 8707027731]",1930.97
258,1666009009,1837020854,380.26,4.89,10,"[1666009009, 1666009003, 1665844601, 1665844621, 11336458525, 7936524003, 3906411216, 7849829350, 7848886032, 1837020854]",1858.31
259,1666009009,1836917919,190.13,10.81,48,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 7937694192, 1660726271, 1660726281, 3831782157, 1660727161, 1660722705, 7987231149, 1660726278, 1660722717, 1660722680, 1660722587, 7303896673, 1660722672, 4015229361, 4015229355, 1837002398, 2200584932, 1837002496, 1837002521, 1837002609, 1665807326, 3906589510, 1665807280, 2489402693, 2489402695, 1665807300, 2200584967, 1836917591, 2235020484, 2298155886, 1836917636, 1836917784, 2235020481, 2298155961, 2298155969, 2489402804, 1836917953, 1836917960, 1836917933, 1836917919]",2054.65
260,1666009009,567547219,380.26,28.17,110,"[1666009009, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 739470057, 6981989085, 6981923176, 6981923174, 6981923160, 3781738188, 739470027, 3781746458, 5258525735, 4315809991, 3781746457, 737621108, 737621101, 1990125500, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 3939028160, 3939028186, 3939028195, 7284752921, 4169888805, 2881002547, 2881008031, 2881000208, 2881000211, 2880985564, 2880985552, 2880986591, 2880986587, 2893869024, 11906494647, 11906494645, 5503383423, 1678876839, 5503383107, 1665784115, 8765936648, 1678866348, 1678866322, 1984335289, 1664079305, 2976235811, 1678467683, 173920577, 173913782, 5337969837, 1734769982, 1984335298, 1734769986, 1984335300, 155393945, 1266042863, 1876029060, 1876029058, 438679775, 438679779, 356233965, 6936069477, 1080109308, 663895454, 1079949685, 356234106, 356234097, 1079204507, 1079202483, 4551622063, 1079204055, 9178859335, 4553018169, 340185218, 492207416, 688021913, 688021915, 1095134363, 667546014, 667546005, 1041650778, 1041650738, 6384713620, 1041650746, 1041650751, 1041650766, 1038793911, 1038793958, 1038746225, 1038790352, 1038790363, 1038793934, 2453057240, 1065518445, 1065620472, 1065620477, 567547219]",10711.90
261,1660722712,4499663530,758.37,30.05,90,"[1660722712, 7934151862, 11336458519, 1665844621, 1665844601, 1666009003, 1666009060, 1679664540, 2200584774, 2200584757, 2200584752, 1665888322, 739470057, 6981989085, 6981923176, 6981923174, 6981923160, 3781738188, 739470027, 3781746458, 5258525735, 4315809991, 3781746457, 737621108, 737621101, 1990125500, 1990125497, 2059123918, 1679709439, 1679709445, 1676982141, 1676059044, 1676035151, 2880956497, 3160119443, 2880968265, 3939027986, 2880956499, 3939028012, 2880960633, 2880962503, 2880961396, 155338354, 4169888800, 1678715332, 155338364, 1678714501, 1678714259, 242658589, 9465917982, 1678548905, 155338412, 8087436221, 1678609386, 656454008, 2343342282, 2527914888, 2413894428, 1706350251, 1706350269, 2413894501, 135583649, 129960045, 7949898526, 173944380, 2413894424, 2384916886, 129960395, 140797459, 2501324819, 133463192, 2110155232, 2384739335, 135615276, 462003860, 462003859, 2384780868, 462001995, 155423719, 462001999, 1424266173, 155423722, 155423723, 138110075, 1420176532, 445062727, 155425830, 334383136, 334383138, 4499663530]",22787.67
262,1660722712,1837020854,239.78,3.16,9,"[1660722712, 7934151862, 11336458519, 11336458525, 7936524003, 3906411216, 7849829350, 7848886032, 1837020854]",758.16
263,1660722712,1837688551,3418.09,4.89,15,"[1660722712, 7934151862, 11336458519, 11336458525, 7936524003, 3906411216, 7849829350, 2063656385, 2063656397, 7941046184, 2063656427, 1837042835, 1837042923, 1837042968, 1837688551]",16706.83
264,1660722712,155371115,677.85,18.83,56,"[1660722712, 7934151862, 11336458519, 11336458525, 7936524003, 3906411216, 7849829350, 7848886032, 1837020854, 2466133289, 1837020967, 2466135380, 2466135331, 2466140040, 2466140048, 1837021190, 7004512954, 2200584927, 1660722672, 4015229361, 4015229355, 1837002398, 2200584932, 1837002496, 1837002521, 1837002609, 1665807326, 3906589510, 1665807280, 2489402693, 2489402695, 2489402697, 2489402703, 2200584974, 7884163021, 7867146913, 7867146912, 1665807353, 1607871323, 7786618176, 7786591584, 2644519636, 760105434, 1836848241, 8769373831, 2584391880, 2584391862, 8789863251, 7843280472, 9892321111, 8790211909, 1645957428, 297500321, 155374975, 155375236, 155371115]",12762.06
265,8699569461,458457689,310.40,7.01,36,"[8699569461, 9627049252, 2357332790, 7474062570, 7474062569, 7936495407, 667546241, 667546232, 8660065212, 667546165, 130010023, 2394594087, 2532610347, 130010024, 1424266121, 4570311085, 135556901, 1424266186, 1759573924, 130010027, 2394594065, 2394631677, 130010129, 1424266115, 458457594, 138093377, 458457643, 2394600299, 1424266140, 138081299, 1424266148, 155423723, 138110075, 1420286042, 138079392, 458457689]",2175.09
266,8699569461,129958225,788.53,2.33,8,"[8699569461, 9627049252, 2357332875, 2357332876, 173964808, 4285960839, 173888107, 129958225]",1834.04
267,8699569461,130009969,1826.50,4.70,14,"[8699569461, 9627049252, 2357332875, 2357332876, 173964808, 4285960839, 173888107, 129958225, 129959067, 129959069, 4995000473, 135611215, 130009968, 130009969]",8576.81
268,8699569461,8773249082,1021.24,5.36,26,"[8699569461, 9627049252, 2357332875, 7301922134, 2061326939, 173888102, 173965001, 173889245, 173963334, 173963331, 173889242, 2061326901, 173942551, 7949876303, 180588150, 130112045, 2108104636, 180588077, 8790492631, 8790492630, 8790492618, 8790492617, 8790482695, 8790482698, 4489631712, 8773249082]",5474.20
269,8699569461,433999406,664.68,2.91,17,"[8699569461, 9627049252, 2357332875, 7301922134, 2061326939, 173888102, 173965001, 173889245, 173963334, 173963331, 173889242, 2061326901, 173942551, 7949876303, 180588150, 130112045, 433999406]",1934.05
270,8699569461,242661092,215.11,10.57,39,"[8699569461, 9627049252, 2357332875, 7301922134, 2061326939, 173888102, 173950299, 173952909, 2477151304, 173952293, 173952696, 173954554, 462046832, 2368045744, 2368045749, 2368045750, 2368045751, 1706350616, 552894294, 552893618, 2343342281, 1678609571, 656454332, 5328050322, 155333830, 1678609448, 2426811100, 1664200588, 4169888793, 1678549599, 9465917983, 6943990287, 2063568328, 2449984048, 5758906206, 5337860847, 242661086, 242661087, 242661092]",2272.85
271,8699569461,1677334673,277.61,15.33,46,"[8699569461, 9627049252, 2357332875, 7301922134, 2061326939, 173888102, 173950299, 173952909, 2477151304, 173952293, 173952696, 173954554, 462046832, 2368045744, 2368045749, 2368045750, 2368045751, 1706350616, 552894294, 552893618, 2343342281, 1678609571, 656454332, 5328050322, 155333830, 1678609448, 2426811100, 1664200588, 4169888793, 1678549599, 9465917983, 6943990287, 2063568328, 2449984048, 5758906206, 1678714311, 2449984062, 1678714317, 155333867, 5345698358, 5345698353, 5345700093, 155351753, 8793001180, 1677377163, 1677334673]",4256.70
272,8699569461,1705054810,119.74,17.97,68,"[8699569461, 9627049252, 2357332875, 7301922134, 2061326939, 173888102, 173950299, 173952909, 2477151304, 173952293, 173952696, 173954554, 462046832, 2368045744, 2368045749, 2368045750, 2368045751, 1706350616, 552894294, 552893618, 2343342281, 1678609571, 656454332, 5328050322, 155333830, 1678609448, 2426811100, 1664200588, 4169888793, 1678549599, 9465917983, 6943990287, 2063568328, 2449984048, 5758906206, 1678714311, 2449984062, 1678714317, 155333867, 2465949922, 2465949926, 4169888801, 5337805266, 2880969808, 2880986583, 2880976432, 2880969824, 2880969825, 2880978381, 1676035230, 1676059082, 2323729196, 1679709440, 1679664575, 3196419462, 2888331869, 1990125500, 1679664501, 1679709402, 1679709401, 1679709400, 1677418201, 5361340891, 7299625676, 5361331086, 1665912148, 7299625672, 1705054810]",2151.30
273,8699569461,1660722712,254.95,23.51,103,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 1266042840, 2363551356, 1266042949, 1266042951, 155399663, 2476930122, 2477104854, 1734769986, 2477132062, 155398643, 1836988045, 173917846, 173917847, 173917858, 6943211214, 5282655218, 1664079364, 1984335290, 7309880712, 2363607676, 11906494644, 7848338800, 2893869026, 11906494656, 2893869021, 2893869024, 2880986587, 2880986593, 2880989850, 2880985562, 2888327028, 2880996691, 2881000170, 2881000176, 2882782240, 2881002540, 2880970719, 1676036739, 1676036652, 155344261, 1676036119, 4177057994, 2882780708, 1678886598, 155338877, 7280387043, 8769509302, 155341639, 7309063645, 7288858489, 1663006953, 4102552474, 737621108, 3781746457, 4315809995, 739470020, 3781746458, 739470027, 3781738188, 6981923160, 6981923170, 6981923167, 739470034, 6981923178, 6981989085, 739470057, 1665888322, 7937694192, 1660726271, 1660726281, 5863635093, 1665888359, 2200584790, 1665888316, 3675517359, 1665897213, 3675517335, 1665906624, 2367927772, 7987256256, 2495245373, 1665906636, 1665906701, 4282011888, 2302195153, 1665906474, 2474770591, 1665906554, 4153892602, 3906411216, 7936524003, 11336458518, 7934151862, 1660722712]",5993.93
274,8699569461,7285084235,1050.81,3.75,13,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 2356792829, 2356792814, 2356795806, 7285084235]",3941.19
275,8699569461,8660065212,1944.82,3.44,9,"[8699569461, 9627049252, 2357332790, 7474062570, 7474062569, 7936495407, 667546241, 667546232, 8660065212]",6690.88
276,8699569461,2524219470,69.54,7.99,30,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 2356792829, 438679847, 438679739, 10671569919, 438679770, 438679775, 438679779, 663863895, 6925740688, 438679937, 438679962, 438679246, 1080024938, 6080762275, 1080024882, 1080024798, 1080024860, 1080024788, 1080024885, 2524219449, 2524219470]",555.41
277,8699569461,8493071757,3205.25,5.88,22,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 2356792829, 438679847, 438679739, 10671569919, 438679770, 438679775, 438679779, 663863895, 6925740688, 438679937, 438679962, 438679246, 8493071757]",18848.17
278,8699569461,155371196,1592.51,3.80,24,"[8699569461, 9627049252, 2357332875, 7301922134, 2061326939, 173888102, 173950299, 173952909, 2477151304, 173952293, 173952696, 173954554, 135596982, 173955538, 2477092979, 155403805, 2450912577, 155399651, 2477095786, 2477095823, 155403116, 155403115, 2477131996, 155371196]",6053.11
279,8699569461,173912077,2066.54,5.15,29,"[8699569461, 9627049252, 2357332875, 7301922134, 2061326939, 173888102, 173950299, 173952909, 2477151304, 173952293, 2477151911, 462046826, 2407351919, 173952295, 173955964, 155403118, 2407231736, 173909553, 155402556, 1079950239, 2492723688, 2363551370, 2363551372, 1664200682, 6928860086, 9501602407, 9501602404, 1664200651, 173912077]",10635.25
280,8699569461,1678678859,482.10,9.43,35,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 1266042840, 2363551356, 1266042949, 1266042951, 155399663, 2476930122, 2477104854, 1734769986, 2477132062, 155398643, 1836988045, 173917846, 173917847, 173917858, 1678467683, 1664079266, 1678467680, 1649595152, 8769966262, 5337763141, 5337763160, 1649595154, 1678467305, 5337768229, 1649588845, 1678678859]",4546.99
281,8699569461,1678842086,238.51,11.02,33,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 1266042840, 2363551356, 1266042949, 1266042951, 155399663, 2476930122, 2477104854, 1734769986, 2477132062, 155398643, 1836988045, 173917846, 173917847, 173917858, 6943211214, 5282655218, 1664079364, 1984335290, 7309880712, 2363607676, 11906494644, 7848338800, 1679544144, 1678842086]",2627.92
282,8699569461,1664086406,961.85,10.68,36,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 1266042840, 2363551356, 1266042949, 1266042951, 155399663, 2476930122, 2477104854, 1734769986, 2477132062, 155398643, 1836988045, 173917846, 173917847, 173917858, 6943211214, 5282655218, 1664079364, 2363607689, 2363607695, 3407178774, 8993303729, 2363607709, 8765420329, 7848300237, 8328973130, 7959927461, 1664086406]",10276.53
283,8699569461,2488906786,222.52,13.05,35,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 1266042840, 2363551356, 1266042949, 1266042951, 155399663, 2476930122, 2477104854, 1734769986, 2477132062, 155398643, 1836988045, 173917846, 173917847, 173917858, 6943211214, 5282655218, 1664079364, 1984335290, 7309880712, 2363607676, 11906494644, 7848338800, 1679544144, 1678846291, 662492142, 2488906786]",2904.24
284,8699569461,1679523477,209.78,15.92,46,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 1266042840, 2363551356, 1266042949, 1266042951, 155399663, 2476930122, 2477104854, 1734769986, 2477132062, 155398643, 1836988045, 173917846, 173917847, 173917858, 6943211214, 5282655218, 1664079364, 1984335290, 7309880712, 2363607676, 11906494644, 7848338800, 1679544144, 1678846291, 662492142, 2488906786, 3118235482, 4762894928, 2351752349, 7934287448, 1679523356, 1679523470, 1679523661, 1679523624, 4820661834, 4820661844, 1679523477]",3340.56
285,8699569461,1837020854,239.78,23.29,102,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 1266042840, 2363551356, 1266042949, 1266042951, 155399663, 2476930122, 2477104854, 1734769986, 2477132062, 155398643, 1836988045, 173917846, 173917847, 173917858, 6943211214, 5282655218, 1664079364, 1984335290, 7309880712, 2363607676, 11906494644, 7848338800, 2893869026, 11906494656, 2893869021, 2893869024, 2880986587, 2880986593, 2880989850, 2880985562, 2888327028, 2880996691, 2881000170, 2881000176, 2882782240, 2881002540, 2880970719, 1676036739, 1676036652, 155344261, 1676036119, 4177057994, 2882780708, 1678886598, 155338877, 7280387043, 8769509302, 155341639, 7309063645, 7288858489, 1663006953, 4102552474, 737621108, 3781746457, 4315809995, 739470020, 3781746458, 739470027, 3781738188, 6981923160, 6981923170, 6981923167, 739470034, 6981923178, 6981989085, 739470057, 1665888322, 7937694192, 1660726271, 1660726281, 5863635093, 1665888359, 2200584790, 1665888316, 3675517359, 1665897213, 3675517335, 1665906624, 2367927772, 7987256256, 2495245373, 1665906636, 1665906701, 4282011888, 2302195153, 1665906474, 2474770591, 1665906554, 4153892602, 3906411216, 7849829350, 7848886032, 1837020854]",5583.47
286,8699569461,1836769548,39.89,18.44,57,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 2356792829, 438679847, 438679739, 10671569919, 438679770, 438679775, 438679779, 663863895, 6925740688, 438679937, 438679939, 438679941, 2376451533, 663895615, 1984335342, 1984335341, 155389020, 155384437, 1984335344, 155386721, 155382010, 1984335373, 155380555, 2477118810, 155378876, 155378360, 1607769057, 1607769053, 10747639152, 8731878413, 8731883417, 8731878411, 155373523, 297500325, 155374970, 8731878404, 1645957420, 9892321104, 8789399939, 1664522702, 5077525917, 4576399290, 4576399291, 4576399293, 4576399302, 4576399305, 4576399313, 1836769548]",735.44
287,8699569461,1836711231,465.22,19.48,59,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 2356792829, 438679847, 438679739, 10671569919, 438679770, 438679775, 438679779, 663863895, 6925740688, 438679937, 438679939, 438679941, 2376451533, 663895615, 1984335342, 1876046748, 1876046776, 9388234055, 1876046754, 663002528, 663002529, 155383649, 1984335386, 155384033, 2530192753, 1984335414, 1984335418, 1984335505, 7285500808, 6355602146, 3664929917, 155372411, 2489403104, 155372412, 155372414, 155372416, 296191386, 7285378711, 2356384682, 296191403, 7285378710, 1659408410, 1659408811, 296884194, 7941307466, 10866619317, 3901940071, 4615481383, 4615481382, 1836711231]",9061.02
288,8699569461,4560347947,2206.72,9.39,42,"[8699569461, 9627049252, 2357332790, 7474062570, 7474062569, 7936495407, 667546241, 667546232, 8660065212, 667546165, 130010023, 2394594087, 2532610347, 130010024, 1424266121, 4570311085, 174015243, 4570311024, 458457799, 458457803, 458457807, 458457808, 855306835, 855306629, 855306603, 855306697, 1759750087, 340185209, 1759958160, 340185200, 470094120, 333737036, 470094112, 2461787307, 1925380346, 470094088, 138110113, 5885883982, 8743049027, 470091190, 470096027, 4560347947]",20714.90
289,8699569461,1049895346,809.42,11.03,60,"[8699569461, 9627049252, 2357332790, 7474062570, 7474062569, 7936495407, 667546241, 667546221, 8770430628, 667546220, 663895261, 2410477724, 2524219443, 663895268, 5339390529, 663895200, 2407436824, 2407436964, 2407436965, 2407436962, 663895237, 2410456818, 663895222, 663895218, 2407436668, 2407436682, 2407436676, 663895204, 138100968, 138100960, 138098347, 4570104937, 138096852, 138100955, 8762546881, 1079203803, 4551616352, 1079204055, 340185223, 7285029527, 8765911337, 340185224, 4936350292, 8765998121, 340185227, 6925025746, 8766092137, 663049603, 3243677273, 340185231, 663049601, 340185235, 1095937952, 1049039601, 571513867, 8765850298, 1049895324, 7950064570, 1049895328, 1049895346]",8926.43
290,8699569461,1071641620,369.79,10.54,38,"[8699569461, 9627049252, 2357332875, 7301922134, 173889247, 173889249, 433729799, 173967744, 1266042945, 2356792829, 438679847, 438679739, 10671569919, 438679770, 438679775, 438679779, 663863895, 6925740688, 438679937, 438679939, 438679941, 2376451533, 663895615, 1984335342, 1876046748, 1876046776, 663470968, 662714396, 5502264332, 663895356, 6172836612, 663049663, 6172836620, 6172836626, 1096518567, 7285656624, 1107116574, 1071641620]",3898.41
