Pacote,Subprefeitura,coluna,tt_chuva,tt_seco_mod,Viagens excluidas,tempo_execucao_chuva,tempo_execucao_mod,Subprefeitura
Pacote_16,SAO MATEUS,tt_pct16.0_h_4064400,7.148551463101288,7.148551463101288,0,0.518345832824707,0.4107818603515625,SAO MATEUS
Pacote_16,SAO MATEUS,tt_pct16.0_h_4057200,7.148551463101288,7.148551463101288,0,0.5103700160980225,0.42267513275146484,SAO MATEUS
Pacote_16,SAO MATEUS,tt_pct16.0_h_4060800,7.148551463101288,7.148551463101288,0,0.4861490726470947,0.4112248420715332,SAO MATEUS
Pacote_16,SAO MATEUS,tt_pct16.0_h_4042800,7.148551463101288,7.148551463101288,0,0.5158278942108154,0.40856194496154785,SAO MATEUS
Pacote_16,SAO MATEUS,tt_pct16.0_h_4068000,7.148551463101288,7.148551463101288,0,0.5121872425079346,0.40772390365600586,SAO MATEUS
Pacote_16,SAO MATEUS,tt_pct16.0_h_4050000,7.148551463101288,7.148551463101288,0,0.4953649044036865,0.4081110954284668,SAO MATEUS
Pacote_16,SAO MATEUS,tt_pct16.0_h_4046400,7.148551463101288,7.148551463101288,0,0.507148027420044,0.40671300888061523,SAO MATEUS
Pacote_16,SAO MATEUS,tt_pct16.0_h_4053600,7.148551463101288,7.148551463101288,0,0.5091960430145264,0.40563416481018066,SAO MATEUS
Pacote_17,SAO MATEUS,tt_pct17.0_h_4068000,7.148551463101288,7.148551463101288,0,0.5372600555419922,0.414201021194458,SAO MATEUS
Pacote_17,SAO MATEUS,tt_pct17.0_h_4064400,7.148551463101288,7.148551463101288,0,0.5114960670471191,0.40674400329589844,SAO MATEUS
Pacote_17,SAO MATEUS,tt_pct17.0_h_4093200,7.148551463101288,7.148551463101288,0,0.49873805046081543,0.40928101539611816,SAO MATEUS
Pacote_17,SAO MATEUS,tt_pct17.0_h_4089600,7.148551463101288,7.148551463101288,0,0.509605884552002,0.4069499969482422,SAO MATEUS
Pacote_17,SAO MATEUS,tt_pct17.0_h_4082400,7.148551463101288,7.148551463101288,0,0.5036427974700928,0.4039278030395508,SAO MATEUS
