Pacote,Subprefeitura,coluna,tt_chuva,tt_seco_mod,Viagens excluidas,tempo_execucao_chuva,tempo_execucao_mod,Subprefeitura
Pacote_26,SAO MATEUS,tt_pct26.0_h_4917600,7.148551463101288,7.148551463101288,0,0.5611083507537842,0.4412879943847656,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4903200,7.148551463101288,7.148551463101288,0,0.5287089347839355,0.4293019771575928,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4924800,7.148551463101288,7.148551463101288,0,0.539193868637085,0.4288668632507324,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4849200,7.148551463101288,7.148551463101288,0,0.5502409934997559,0.4289891719818115,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4885200,7.148551463101288,7.148551463101288,0,0.5673542022705078,0.42811107635498047,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4867200,7.148551463101288,7.148551463101288,0,0.5572307109832764,0.43039584159851074,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4910400,7.148551463101288,7.148551463101288,0,0.5474400520324707,0.43155694007873535,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4888800,7.148551463101288,7.148551463101288,0,0.5517890453338623,0.42883777618408203,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4838400,7.148551463101288,7.148551463101288,0,0.5438759326934814,0.4275479316711426,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4860000,7.148551463101288,7.148551463101288,0,0.5248351097106934,0.43190693855285645,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4892400,7.148551463101288,7.148551463101288,0,0.532181978225708,0.42886900901794434,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4878000,7.148551463101288,7.148551463101288,0,0.5215051174163818,0.4289228916168213,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4914000,7.148551463101288,7.148551463101288,0,0.5469579696655273,0.43079185485839844,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4921200,7.148551463101288,7.148551463101288,0,0.5496819019317627,0.42612195014953613,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4906800,7.148551463101288,7.148551463101288,0,0.5422329902648926,0.4288480281829834,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4845600,7.148551463101288,7.148551463101288,0,0.5663068294525146,0.42699503898620605,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4852800,7.148551463101288,7.148551463101288,0,0.5701828002929688,0.42793798446655273,SAO MATEUS
Pacote_26,SAO MATEUS,tt_pct26.0_h_4856400,7.148551463101288,7.148551463101288,0,0.547569990158081,0.427746057510376,SAO MATEUS
