indexador,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31
169200,6.9559999999999995,9.588,0.0,7.52,5.452,143.415,137.776,0.752,0.0,0.0,0.0,141.281,1.316,133.294,3.3840000000000003,138.843,0.0,131.23000000000002,0.0,138.732,1.504,7.332,8.835999999999999,148.552,2.632,0.94,135.943,1.88,4.7,0.0
172800,3.1959999999999997,8.084,0.0,7.896,1.6919999999999997,143.475,139.81,3.572,0.94,1.316,0.0,140.706,0.94,133.204,6.204,138.983,0.0,131.411,0.0,138.399,1.692,12.972,8.648,145.44,4.136,2.82,136.095,3.008,7.52,0.0
176400,8.272,5.076,0.0,8.084,13.16,143.689,139.69,1.504,1.128,3.008,0.0,141.624,0.752,133.837,2.8200000000000003,137.394,0.376,131.048,0.0,137.202,3.384,15.040000000000001,7.896,139.377,3.1959999999999997,4.324,135.187,3.7600000000000002,11.468,0.0
180000,7.52,4.888,0.0,4.324,7.144,139.719,139.126,2.444,6.016,3.1959999999999997,0.0,142.7,0.0,135.228,3.1959999999999997,137.937,0.188,133.243,0.0,130.534,2.6319999999999997,9.588000000000001,6.768,135.168,3.1959999999999997,0.0,134.028,9.776,3.1959999999999997,0.0
183600,8.648,2.444,0.0,7.332,6.3919999999999995,135.096,134.039,2.0679999999999996,3.76,4.324,0.0,138.49099999999999,0.0,135.621,4.324,137.826,0.0,131.309,0.0,120.393,0.752,10.716,4.512,133.274,1.6920000000000002,0.0,131.995,2.444,9.212,0.0
187200,8.272,6.016,0.0,7.896,9.024,132.75,131.551,3.76,2.444,5.64,0.0,136.52700000000002,0.0,133.616,0.188,138.098,0.0,129.91,0.0,121.77199999999999,0.564,8.084,7.144,128.983,3.76,2.444,129.849,5.827999999999999,13.347999999999999,0.0
190800,4.699999999999999,3.572,0.0,8.648,12.219999999999999,133.627,132.891,3.1959999999999997,3.1959999999999997,7.332,2.82,136.426,0.0,131.823,4.699999999999999,135.882,0.0,127.874,0.0,122.00399999999999,0.5640000000000001,12.783999999999999,12.032,126.465,3.008,2.0679999999999996,127.362,6.9559999999999995,16.92,0.0
194400,6.9559999999999995,6.016,0.0,5.452,10.152,130.485,129.91,0.752,2.068,8.272,1.128,132.569,0.94,129.174,2.82,133.333,0.0,124.815,0.0,122.03399999999999,0.752,7.896,6.016,125.729,8.084,5.452,123.634,0.0,17.483999999999998,0.0
198000,6.9559999999999995,6.3919999999999995,3.384,3.5719999999999996,8.836,128.067,128.117,0.376,2.82,3.76,0.376,131.481,0.0,126.516,1.504,129.859,0.0,123.202,0.0,122.165,1.3159999999999998,9.588000000000001,9.588,124.50200000000001,4.7,3.1959999999999997,121.701,1.504,20.492,0.0
201600,5.828,3.76,0.376,10.152,11.844,128.944,128.208,0.0,0.94,2.82,1.88,132.27700000000002,0.0,126.39500000000001,2.2560000000000002,131.117,0.0,123.586,0.0,121.319,2.444,9.212,9.588,125.65,5.64,7.332,124.169,2.82,19.928,0.0
205200,6.3919999999999995,9.212,0.0,6.58,17.296,129.426,129.123,3.1959999999999997,0.94,4.512,2.444,134.804,0.376,128.49099999999999,10.716,132.397,0.0,126.223,0.0,124.17,5.827999999999999,12.408,8.084,126.888,7.144,2.2560000000000002,126.797,4.136,15.98,0.0
208800,10.34,4.512,0.0,8.836,13.724,132.154,129.87,3.1959999999999997,3.008,9.963999999999999,6.768,138.118,0.0,130.614,1.88,133.627,0.188,129.054,0.0,125.69,2.632,11.28,3.1959999999999997,131.603,3.008,0.0,130.303,5.263999999999999,12.408,0.0
212400,12.972,8.46,0.0,13.911999999999999,8.648,135.662,133.847,7.144,9.024,10.904,12.972,142.096,1.88,135.992,1.88,140.80700000000002,3.572,137.876,0.0,131.762,4.324,18.988,9.588,145.3,6.016,3.948,137.343,12.596,16.544,0.0
216000,17.86,9.399999999999999,0.0,11.091999999999999,18.236,148.672,146.749,6.58,11.468,12.408,9.964,153.165,11.091999999999999,145.551,4.7,153.488,7.144,150.224,6.9559999999999995,147.393,6.9559999999999995,22.748,22.747999999999998,155.048,10.716,5.263999999999999,152.933,30.456,18.424,0.0
219600,18.424,8.46,0.0,10.152,16.732,156.206,153.36599999999999,11.091999999999999,17.296,12.408,14.1,162.28,4.699999999999999,154.243,4.7,162.873,9.776,157.335,4.888,151.121,7.896,22.183999999999997,14.664,161.623,8.272,8.648,158.341,25.756,16.356,0.0
223200,14.288,5.264,0.0,14.852,13.724,158.856,155.23,9.776,12.032,12.972000000000001,12.219999999999999,164.71800000000002,1.504,159.027,12.219999999999999,166.327,9.399999999999999,164.273,0.0,154.344,8.272,22.748,12.408000000000001,164.404,10.34,7.896,161.19,19.928,16.919999999999998,0.0
226800,13.724,7.5200000000000005,2.82,11.656,13.16,158.301,156.641,10.34,13.911999999999999,8.836,12.22,163.85,5.64,161.08,12.972,171.737,8.272,166.248,0.0,136.768,6.3919999999999995,19.552,10.34,139.891,6.9559999999999995,9.024,160.355,23.688,26.132,0.0
230400,14.288,6.3919999999999995,3.1959999999999997,16.92,9.4,154.364,152.711,8.084,18.612,17.86,9.588,153.93,3.7600000000000002,154.212,7.708,154.876,11.468,161.937,0.0,141.956,5.263999999999999,24.252000000000002,14.1,156.498,8.084,5.827999999999999,143.698,25.38,14.852,0.0
234000,17.296,11.844,0.0,14.287999999999998,11.656,161.897,160.921,13.536,10.152,12.783999999999999,1.692,139.98,0.564,129.95,7.144,136.315,5.452,142.811,6.016,148.128,7.144,23.5,14.288,157.275,9.4,4.135999999999999,123.907,23.688,11.656,0.0
237600,9.776,9.964,2.82,10.528,15.792,158.86599999999999,159.47,12.032,11.468,9.776,9.776,152.338,0.0,139.85,9.212,141.13,3.572,142.57,5.827999999999999,152.339,7.708,17.484,13.16,157.101,6.3919999999999995,3.76,140.052,26.132,20.116,0.0
241200,3.008,7.708,4.7,8.272,13.16,158.754,158.422,9.776,12.783999999999999,6.016,2.82,158.695,0.752,150.214,9.024,154.05100000000002,3.948,149.268,0.0,157.294,5.076,14.475999999999999,7.332,166.902,7.144,0.752,152.903,20.68,16.92,0.0
244800,10.152,9.4,0.0,13.536,18.236,154.696,154.977,3.008,13.724,9.399999999999999,6.016,152.591,3.76,151.463,5.452,161.082,10.528,154.232,0.0,148.271,8.084,22.56,12.408,146.226,9.024,3.76,145.017,32.9,11.468,0.0
248400,7.895999999999999,5.452,4.512,4.699999999999999,3.572,136.567,134.231,3.008,0.0,2.8200000000000003,4.135999999999999,133.284,1.128,133.001,0.564,140.827,4.5120000000000005,127.794,0.0,126.709,2.6319999999999997,10.716,14.1,132.90200000000002,6.768,2.2560000000000002,121.469,12.972,12.596,0.0
252000,5.264,5.0760000000000005,0.0,5.076,11.28,136.82999999999998,134.703,0.94,0.0,0.0,0.0,136.025,0.0,133.506,1.88,139.236,1.504,130.635,0.0,126.405,0.94,13.16,12.219999999999999,131.692,3.9479999999999995,2.6319999999999997,122.619,3.008,12.596,0.0
255600,4.324,2.82,2.6319999999999997,4.699999999999999,14.1,133.566,133.405,2.0679999999999996,0.0,0.0,0.0,136.526,0.0,133.535,1.504,139.629,0.564,131.38,0.0,123.595,1.6919999999999997,9.588,7.708,126.042,1.504,0.0,123.81700000000001,9.964,15.604,0.0
259200,1.88,4.512,0.0,1.504,1.504,128.892,126.516,0.0,0.0,0.0,0.188,129.336,0.0,131.189,0.0,139.72,1.3159999999999998,131.683,0.0,120.907,0.0,5.263999999999999,5.828,124.533,4.7,0.0,124.47200000000001,2.82,10.34,0.0
262800,4.324,7.708,0.0,2.444,10.34,130.192,127.05,3.1959999999999997,0.0,0.0,0.376,130.54500000000002,0.0,129.829,3.572,138.763,1.1280000000000001,129.638,0.0,118.84100000000001,0.0,5.076,8.084,125.529,3.572,0.94,123.737,3.572,14.664,0.0
