,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2021-01-01,1,Casa Verde,Inativo Intransitável,15:59,16:38,AV. ANTONIO MUNHOZ BONILHA, AMBOS, ALTURA DO NÚMERO 42
1,2021-01-01,1,Casa Verde,Inativo Transitável,16:06,18:58,MARGINAL TIETE, A SENNA/CASTELO B -EXPRESSA, PTE DA CASA VERDE-JORN.WALTER ABRAHAO
2,2021-01-01,1,Vila Maria/ Vila Guilherme,Inativo Transitável,16:53,17:57,R. JOSE BERNARDO PINTO, AMBOS, ALTURA DO NÚMERO 404
3,2021-01-01,1,Vila Maria/ Vila Guilherme,Inativo Intransitável,17:31,17:57,R. CEL MARQUES RIBEIRO, AMBOS, ALTURA DO NÚMERO 445
4,2021-01-01,1,Santana,Inativo Intransitável,15:35,16:56,AV. CRUZEIRO DO SUL, SANTANA/IPIRANGA, R STA EULALIA
5,2021-01-01,1,Santana,Inativo Transitável,15:37,16:56,AV. ZAKI NARCHI, AMBOS, R URUPIARA
6,2021-01-01,1,Santana,Inativo Intransitável,16:59,17:56,AV. PRES CASTELO BRANCO, CASTELO B/A SENNA - LOCAL, PTE CRUZEIRO DO SUL-JORN ARY SILVA
7,2021-01-01,1,Santana,Inativo Transitável,17:33,22:03,AV. MORVAN DIAS DE FIGUEIREDO, A SENNA/CASTELO B - LOCAL, R MARIA PRESTES MAIA
8,2021-01-01,1,Sé,Inativo Transitável,15:44,15:48,AV. RIO BRANCO, BAIRRO/CENTRO, AV DUQ DE CAXIAS
9,2021-01-01,1,Sé,Inativo Transitável,15:46,18:29,AV. SANTOS DUMONT, AEROPORTO/SANTANA, R GUAPORE
10,2021-01-01,1,Sé,Inativo Intransitável,16:04,00:20,TN. PAPA JOAO PAULO II, AEROPORTO/SANTANA, ALTURA DO NÚMERO 123
11,2021-01-01,1,Lapa,Inativo Transitável,15:52,16:03,R. CORIOLANO, AMBOS, R JEROAQUARA
12,2021-01-01,1,Lapa,Inativo Transitável,15:55,16:28,AV. POMPEIA, AMBOS, R VENANCIO AIRES
13,2021-01-01,1,Pinheiros,Inativo Intransitável,15:44,16:26,TN. JORN FERNANDO VIEIRA DE MELLO, AMBOS, AV EUSEBIO MATOSO
14,2021-01-01,1,Pinheiros,Inativo Transitável,16:02,18:30,R. HARMONIA, AMBOS, R MEDEIROS DE ALBUQUERQUE
15,2021-01-01,1,Pinheiros,Inativo Intransitável,17:04,17:51,TN. MAX FEFFER, AMBOS, ALTURA DO NÚMERO 0
16,2021-01-01,1,Mooca,Inativo Transitável,15:44,17:39,AV. RANGEL PESTANA, CENTRO/BAIRRO, R. HIPODROMO
17,2021-01-01,1,Mooca,Inativo Intransitável,16:00,16:26,AV. ALCANTARA MACHADO, CENTRO/BAIRRO, R DR FOMM
18,2021-01-01,1,Mooca,Inativo Transitável,16:09,16:37,AV. ALCANTARA MACHADO, BAIRRO/CENTRO - EXP, AV ALVARO RAMOS
19,2021-01-01,1,Mooca,Inativo Transitável,17:55,17:59,AV. CELSO GARCIA, CENTRO/BAIRRO, R JOSE DE ALENCAR
20,2021-01-01,1,Santo Amaro,Inativo Transitável,07:39,08:40,AV. STO AMARO, BAIRRO/CENTRO, ALTURA DO NÚMERO 3921
21,2021-01-01,1,Vila Mariana,Inativo Transitável,15:45,16:38,AV. VINTE E TRES DE MAIO, AMBOS, VD GAL EUCLIDES DE FIGUEIREDO
22,2021-01-01,1,Vila Mariana,Inativo Transitável,16:54,16:38,AV. VINTE E TRES DE MAIO, AEROPORTO/SANTANA, VD. GAL. EUCLIDES DE FIGUEIREDO
23,2021-01-09,1,Penha,Inativo Transitável,15:14,16:33,AV. CD DE FRONTIN (CARRÃO), BAIRRO/CENTRO, R JOAQUIM MARRA
