,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2022-10-09,1,Vila Maria/ Vila Guilherme,Inativo Intransitável,22:36,09:47,AV MORVAN DIAS DE FIGUEIREDO, A SENNA/CASTELO B - LOCAL, VD DOMINGOS FRANCIULLI NETTO
1,2022-10-09,1,Vila Mariana,Inativo Transitável,15:53,16:46,AV STO AMARO, CENTRO/BAIRRO, AV ROQUE PETRONI JUNIOR
2,2022-10-10,1,Sé,Inativo Transitável,05:52,06:09,AV RUDGE, CENTRO/BAIRRO, ALTURA DO N. 1076
3,2022-10-10,1,Sé,Inativo Intransitável,07:36,08:13,AV MERCURIO, CENTRO/BAIRRO, AV DO ESTADO
4,2022-10-10,1,Vila Mariana,Inativo Transitável,14:30,14:33,AV DOS BANDEIRANTES, IMIGRANTES/MARGINAL, AL VICENTE PINZON
5,2022-10-21,1,Sé,Inativo Transitável,06:21,06:29,VEL PRES JOAO GOULART, AMBOS, AV PACAEMBU
6,2022-10-21,1,Sé,Inativo Transitável,06:27,06:29,VEL PRES JOAO GOULART, UNICO, /LGDO AROUCHE
7,2022-10-21,1,Lapa,Inativo Transitável,06:55,10:03,PC MARREY JUNIOR, CENTRO/BAIRRO, AV SUMARE
8,2022-10-29,1,Casa Verde,Inativo Transitável,19:10,20:24,AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NSRA.DO O
9,2022-10-29,1,Pirituba/Jaraguá,Inativo Intransitável,20:19,21:00,AV ELISIO CORDEIRO DE SIQUEIRA, UNICO, AV CANDIDO PORTINARI
10,2022-10-29,1,Sé,Inativo Transitável,19:13,21:00,PC DA BANDEIRA, AMBOS, ALTURA DO NUMERO 19
11,2022-10-29,1,Lapa,Inativo Intransitável,19:16,20:24,PC PASCOAL MARTINS, BAIRRO/CENTRO, AV MARQ.DE SAO VICENTE
12,2022-10-31,1,Pirituba/Jaraguá,Inativo Transitável,07:27,07:29,AV DEP CANTIDIO SAMPAIO, CENTRO/BAIRRO, R MONTE ALEGRE DO SUL
13,2022-10-31,1,Pirituba/Jaraguá,Inativo Transitável,07:54,09:22,AV JERIMANDUBA, BAIRRO/CENTRO, ES DAS TAIPAS
14,2022-10-31,1,Perus,Inativo Transitável,07:29,09:23,R BERNARDO JOSE DE LORENA, AMBOS, R FRANCIS DE CASTELNAU
15,2022-10-31,1,Sé,Inativo Transitável,06:25,06:54,VEL PRES JOAO GOULART, AMBOS, AV PACAEMBU
16,2022-10-31,1,Sé,Inativo Intransitável,08:10,08:29,AV IPIRANGA, UNICO, AV S JOAO
17,2022-10-31,1,Sé,Inativo Intransitável,08:12,08:47,R PAULA SOUSA, UNICO, AV DO ESTADO
18,2022-10-31,1,Sé,Inativo Transitável,08:13,08:29,AL NOTHMANN, UNICO, AL BR.DE PIRACICABA
19,2022-10-31,1,Lapa,Inativo Transitável,05:49,06:58,PC MARREY JUNIOR, BAIRRO/CENTRO, R PALESTRA ITALIA
20,2022-10-31,1,Lapa,Inativo Transitável,10:00,10:19,R SEN JOAQUIM RIBEIRO DO VALLE, BAIRRO/CENTRO, AV DR GASTAO VIDIGAL
21,2022-10-31,1,Lapa,Inativo Transitável,11:38,12:14,R BR.DE POMBALINHO, AMBOS, AV COMEN MARTINELLI
22,2022-10-31,1,Itaquera,Inativo Transitável,05:21,10:19,AV ITAQUERA, AMBOS, R CAMPINAS DO PIAUI
23,2022-10-31,1,Capela do Socorro,Inativo Transitável,09:03,10:20,AV IPANEMA, CENTRO/BAIRRO, R TRINTA DE OUTUBRO
24,2022-10-31,1,Santo Amaro,Inativo Transitável,05:00,10:19,AV INTERLAGOS, CENTRO/BAIRRO, R IRMAS DA SANTA CRUZ
25,2022-10-31,1,Vila Mariana,Inativo Intransitável,06:39,06:44,AV SANTO AMARO, ÚNICO, R IRINEU MARINHO
26,2022-11-11,1,Jaçanã/ Tremembé,Inativo Transitável,18:43,19:14,AV STA INES, AMBOS, R CARIOBA
27,2022-11-11,1,Vila Maria/ Vila Guilherme,Inativo Intransitável,18:33,18:59,R CEL MARQUES RIBEIRO, AMBOS, R JOSE BERNARDO PINTO
28,2022-11-11,1,Pinheiros,Inativo Transitável,17:29,19:36,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO - Local, R OLIVIA FEDER
29,2022-11-11,1,Aricanduva/ Vila Formosa,Inativo Intransitável,18:22,18:45,R TUMUCUMAQUE, AMBOS, R TAMAINDE
30,2022-11-11,1,Itaquera,Inativo Intransitável,18:17,18:40,RUA CUNHA PORÃ, AMBOS, ALTURA DO N. 241
31,2022-11-11,1,Penha,Inativo Intransitável,18:11,18:37,AV DOM HELDER CAMARA, AMBOS, AV SÃO MIGUEL
32,2022-11-11,1,Penha,Inativo Transitável,18:32,18:52,AV GOV CARVALHO PINTO, AMBOS, AV S MIGUEL
33,2022-11-11,1,Santo Amaro,Inativo Intransitável,17:49,18:26,AV STO AMARO, AMBOS, AV ROQUE PETRONI JUNIOR
34,2022-11-22,1,Itaquera,Inativo Transitável,18:17,18:47,R TOMAZZO FERRARA, ÚNIO, R SALIM JORGE ID
35,2022-11-22,1,Santo Amaro,Inativo Transitável,17:55,20:50,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, PTE OCTAVIO FRIAS DE OLIVEIRA
36,2022-11-23,1,Freguesia do Ó,Inativo Transitável,19:25,20:16,R BARTHOLOMEU DO CANTO, UNICO, AV NSRA.DO O
37,2022-11-23,1,Freguesia do Ó,Inativo Transitável,19:26,20:38,R BARTHOLOMEU DO CANTO, UNICO, AV NSRA.DO O
38,2022-11-23,1,Jaçanã/ Tremembé,Inativo Intransitável,19:37,20:38,AV LUIS STAMATIS, AMBOS, R ALTO PARAGUAI
39,2022-11-23,1,Pirituba/Jaraguá,Inativo Intransitável,19:12,21:15,AV CANDIDO PORTINARI, AMBOS, R PAUVA
40,2022-11-23,1,Sé,Inativo Transitável,19:05,19:41,AV FRANCISCO MATARAZZO, AMBOS, AC A VEL PRES ARTHUR DA C E SILVA
41,2022-11-23,1,Sé,Inativo Intransitável,19:25,19:46,AV PRES CASTELO BRANCO, CASTELO B/A SENNA, PTE DAS BANDEIRAS SEN ROMEU TUMA
42,2022-11-23,1,Sé,Inativo Transitável,19:47,21:08,AV DAS NACOES UNIDAS, BAIRRO/CENTRO, VD JOSE BONIFACIO C. NOGUEIRA
43,2022-11-23,1,Butantã,Inativo Intransitável,20:36,02:33,AV ENG BILLINGS, CASTELO/INTERLAGOS, AV DRACENA
44,2022-11-23,1,Lapa,Inativo Transitável,18:39,19:28,R CLELIA, UNICO, R JEROAQUARA
45,2022-11-23,1,Lapa,Inativo Intransitável,18:48,19:17,R JEROAQUARA, UNICO, R CORIOLANO
46,2022-11-23,1,Lapa,Inativo Transitável,19:00,20:54,PC PASCOAL MARTINS, CENTRO/BAIRRO, AV MARQ.DE SAO VICENTE
47,2022-11-23,1,Lapa,Inativo Intransitável,19:02,20:41,PC MARREY JUNIOR, BAIRRO/CENTRO, AV ANTARTICA
48,2022-11-23,1,Lapa,Inativo Intransitável,19:04,20:28,AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NSRA.DO O
49,2022-11-23,1,Lapa,Inativo Intransitável,19:08,20:21,AV POMPEIA, AMBOS, R PALESTRA ITALIA
50,2022-11-23,1,Lapa,Inativo Transitável,19:14,20:10,AV QUEIROZ FILHO, JAGUARE/LAPA, PC APECATU
51,2022-11-23,1,Mooca,Inativo Intransitável,19:10,20:17,AV ALCANTARA MACHADO, CENTRO/BAIRRO, VD GUADALAJARA-JOAO BEHISNELIAN
52,2022-11-23,1,Mooca,Inativo Intransitável,19:19,19:25,AV ALCANTARA MACHADO, CENTRO/BAIRRO, VD GUADALAJARA-JOAO BEHISNELIAN
53,2022-11-23,1,Mooca,Inativo Intransitável,19:32,20:09,R BRESSER, AMBOS, R JOAO CAETANO
54,2022-11-23,1,Santo Amaro,Inativo Intransitável,19:48,21:07,AV STO AMARO, AMBOS, AV ROQUE PETRONI JUNIOR
55,2022-11-24,1,Sé,Inativo Intransitável,05:56,09:45,R CARLOS SPERA, AMBOS, R VLADIMIR HERZOG
56,2022-11-24,1,Sé,Inativo Intransitável,15:50,11:43,R VLADIMIR HERZOG, AMBOS, R ADRIANO JOSE MARCHINI
57,2022-11-25,1,Vila Maria/ Vila Guilherme,Inativo Transitável,06:16,07:11,R PAULO LORENZANI, BAIRRO/CENTRO, MARGINAL TIETE
58,2022-11-25,1,Sé,Inativo Intransitável,01:39,11:44,R CARLOS SPERA, AMBOS, R VLADIMIR HERZOG
59,2022-11-25,1,M'Boi Mirim,Inativo Transitável,05:12,06:36,ES M'BOI MIRIM, BAIRRO/CENTRO, R DANIEL KLEIN
60,2022-11-25,1,Parelheiros,Inativo Intransitável,00:06,06:49,R JOSE LA TORRE, AMBOS, R ROMAO BOETA
61,2022-11-28,1,Sé,Inativo Intransitável,07:39,07:52,R VLADIMIR HERZOG, AMBOS, R CARLOS SPERA
62,2022-11-28,1,Lapa,Inativo Transitável,14:07,14:55,R CLELIA, UNICO, R JEROAQUARA
63,2022-11-28,1,Pinheiros,Inativo Transitável,14:30,14:44,AV BRIG FARIA LIMA, ITAIM/PINHEIROS, R LEOPOLDO COUTO MAGALHAES JR.
64,2022-11-28,1,Mooca,Inativo Transitável,14:05,14:55,R PRES BATISTA PEREIRA, UNICO, AV DO ESTADO
65,2022-11-28,1,Vila Prudente,Inativo Intransitável,14:08,14:53,AV SALIM FARAH MALUF, AMBOS, AV PROF LUIZ IGNACIO ANHAIA MELLO
66,2022-11-28,1,Vila Prudente,Inativo Intransitável,14:13,15:01,AV PROF LUIZ IGNACIO ANHAIA MELLO, AMBOS, VD GRANDE SAO PAULO
67,2022-11-28,1,Vila Prudente,Inativo Intransitável,14:18,15:02,AV FRANCISCO FALCONI, AMBOS, AV PROF LUIZ IGNACIO ANHAIA MELLO
68,2022-11-28,1,Campo Limpo,Inativo Intransitável,14:58,15:12,AV ELLIS MAAS, AMBOS, AV COMEN SANT'ANNA
69,2022-11-28,1,Vila Mariana,Inativo Intransitável,14:13,15:03,AV VINTE E TRES DE MAIO, AMBOS, VD GAL EUCLIDES DE FIGUEIREDO
70,2022-11-28,1,Vila Mariana,Inativo Transitável,14:17,14:31,AV DOS BANDEIRANTES, AMBOS, VD JOAO JULIAO DA COSTA AGUIAR
71,2022-11-28,1,Vila Mariana,Inativo Transitável,14:38,14:52,AV IBIRAPUERA, BAIRRO/CENTRO, AV MACUCO
72,2022-11-28,1,Vila Mariana,Inativo Transitável,14:40,14:52,AV IBIRAPUERA, BAIRRO/CENTRO, AV LAVANDISCA
73,2022-11-29,1,Freguesia do Ó,Inativo Intransitável,16:55,21:27,MARGINAL TIETE, CASTELO BRANCO, PTE VILA GUILHERME
74,2022-11-29,1,Sé,Inativo Intransitável,17:24,05:12,R VLADIMIR HERZOG, AMBOS, R CARLOS SPERA/AV STA MARINA
75,2022-11-29,1,Sé,Inativo Intransitável,18:10,19:13,R GAL JULIO MARCONDES SALGADO, UNICO, R VITORINO CARMILO
76,2022-11-29,1,Butantã,Inativo Intransitável,16:05,16:48,TV IRMA DOLORES BALDI, BAIRRO/CENTRO, R DR CARVALHO ARANHA
77,2022-11-29,1,Lapa,Inativo Transitável,07:05,07:07,:05 a 07:07R CORIOLANO, UNICO, R DUILIO
78,2022-11-29,1,Lapa,Inativo Intransitável,15:19,17:15,:19 a 17:15AV DR GASTAO VIDIGAL, PINHEIROS/MARGINAL, AV MOFARREJ
79,2022-11-29,1,Pinheiros,Inativo Transitável,14:04,14:50,AV IBIRAPUERA, BAIRRO/CENTRO, AV JAMARIS
80,2022-11-29,1,Pinheiros,Inativo Transitável,14:07,14:50,AV IBIRAPUERA, BAIRRO/CENTRO, AV MACUCO
81,2022-11-29,1,Pinheiros,Inativo Transitável,14:28,15:47,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R OLIVIA FEDER
82,2022-11-30,1,Sé,Inativo Transitável,15:14,01:21,R BRESSER, BAIRRO/CENTRO, VD BRESSER-ROMUALDO HATTY
83,2022-11-30,1,Sé,Inativo Intransitável,15:31,15:37,PC CIRO PONTES, BAIRRO/CENTRO, R BRESSER
84,2022-11-30,1,Butantã,Inativo Intransitável,15:24,16:06,AV DAS ACACIAS, BAIRRO/CENTRO, R TAQUES ALVIM
85,2022-11-30,1,Butantã,Inativo Intransitável,15:31,16:42,TV IRMA DOLORES BALDI, CENTRO/BAIRRO, R DR CARVALHO ARANHA
86,2022-11-30,1,Butantã,Inativo Intransitável,15:38,16:59,R ALVES DOS SANTOS, UNICO, R PROF INDALECIO DE MELO
87,2022-11-30,1,Lapa,Inativo Transitável,15:52,03:22,AV DR GASTAO VIDIGAL, PINHEIROS/MARGINAL, AV MOFARREJ
88,2022-11-30,1,Campo Limpo,Inativo Transitável,18:19,19:13,R TEODOSIO DE MATOS, CENTRO/BAIRRO, R GUILHERME VALENTE
89,2022-12-02,1,Butantã,Inativo Transitável,15:26,15:49,AV DAS ACACIAS, BAIRRO/CENTRO, R TAQUES ALVIM
90,2022-12-02,1,Lapa,Inativo Transitável,15:16,15:45,AV POMPEIA, POMPEIA/MARGINAL, R VENANCIO AIRES
91,2022-12-02,1,Lapa,Inativo Transitável,15:23,15:49,R ENG OSCAR AMERICANO, BAIRRO/CENTRO, R VOTUVERAVA
92,2022-12-02,1,Pinheiros,Inativo Transitável,16:16,18:50,R BRIG HAROLDO VELOSO, UNICO, AV CIDADE JARDIM
93,2022-12-02,1,Santo Amaro,Inativo Transitável,15:50,16:26,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R OLIVIA FEDER
