,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2014-10-26,1,Ipiranga,Inativo Intransitável,12:16,13:13,:13R. RIBEIRO LACERDA, SANTOS/SP, AV. PROF. ABRAAO DE MORAIS
1,2014-11-01,1,Itaquera,Inativo Transitável,18:11,21:53,R DR LUIZ AYRES, C/B, R TOMAZZO FERRARA
2,2014-11-01,1,Vila Prudente,Inativo Intransitável,18:30,19:20,AV DR. FREDERICO MARTINS DA COSTA CARVALHO, UNICO, ALTURA DO N. 1400
3,2014-11-01,1,Ipiranga,Inativo Transitável,18:28,19:20,AV ALM DELAMARE, C/B, AV GUIDO ALIBERTI
4,2014-11-03,1,São Miguel Paulista,Inativo Transitável,15:00,16:00,a 16:00R VENTURA BRANCO, UNICO, R CALEIDOSCÓPIO
5,2014-11-04,1,Sé,Inativo Transitável,06:44,07:37,"R DR BITENCOURT RODRIGUES,", UNICO, R VENCESLAU BRAS
6,2014-11-04,1,Mooca,Inativo Transitável,06:43,07:37,R MELO FREIRE, C/B, R ANTONIO DE BARROS
7,2014-11-05,1,Santana,Inativo Transitável,10:33,12:00,R LEITE DE MORAIS, B/C, AV CRUZEIRO DO SUL
8,2014-11-07,1,Sé,Inativo Intransitável,17:40,17:45,AV NOVE DE JULHO, BAIRRO/CENTRO - ÚNICA, PC DA BANDEIRA
9,2014-11-07,1,Sé,Inativo Intransitável,17:42,18:04,"R SAO PAULO,", UNICO, R GLICERIO
10,2014-11-07,1,Sé,Inativo Intransitável,17:49,18:06,R GLICERIO, ÚNICO, ALTURA DO NÚMERO 345
11,2014-11-07,1,Mooca,Inativo Intransitável,17:40,18:18,:18AV ALCANTARA MACHADO, CENTRO/BAIRRO - ÚNICA, AV ALVARO RAMOS
12,2014-11-07,1,Mooca,Inativo Intransitável,17:46,18:35,"PC CIRO PONTES,", AMBOS - AMBAS, VD GUADALAJARA
13,2014-11-07,1,Mooca,Inativo Intransitável,17:50,18:23,"AV RANGEL PESTANA,", AMBOS - AMBAS, R JOSE DE ALENCAR (BRAS)
14,2014-11-13,1,Butantã,Inativo Transitável,17:50,19:03,R ALVARENGA, UNICO, AV AFRANIO PEIXOTO
15,2014-11-13,1,Pinheiros,Inativo Intransitável,17:40,20:32,MARGINAL PINHEIROS, INT/CB - EXP, PTE EUSEBIO MATOSO
16,2014-11-13,1,Pinheiros,Inativo Intransitável,17:42,19:02,MARGINAL PINHEIROS, INT/CB - LOCAL, R OLIVIA FEDER
17,2014-11-13,1,Santo Amaro,Inativo Transitável,17:51,19:39,MARGINAL PINHEIROS, INTERLAGOS/CASTELO - LOCAL, PTE JOAO DIAS
18,2014-11-25,1,Freguesia do Ó,Inativo Intransitável,18:54,19:55,AV ANTONIO MUNHOZ BONILHA, ÚNICA, AV NSRA.DO O
19,2014-11-25,1,Santana,Inativo Transitável,18:42,21:15,R DARZAN, UNICO, AV CRUZEIRO DO SUL
