,Unnamed: 0,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
880,880,2023-12-23,1,Vila Prudente,Inativo Intransitável,17:14:00,18:26:00,AV PROF LUIZ IGNACIO ANHAIA MELLO, SAPOPEMBA/V PRUDENTE, AV SALIM FARAH MALUF
881,881,2023-12-23,1,Vila Prudente,Inativo Intransitável,17:31:00,18:23:00,AV PROF LUIZ IGNACIO ANHAIA MELLO, AMBOS, AV SALIM FARAH MALUF
882,882,2023-12-23,1,Vila Prudente,Inativo Intransitável,19:40:00,20:57:00,AV SALIM FARAH MALUF, AMBOS, AV PROF LUIZ IGNACIO ANHAIA MELLO
883,883,2023-12-23,1,Santo Amaro,Inativo Intransitável,16:49:00,19:11:00,AV INTERLAGOS, AMBOS, R ENG DAGOBERTO SALLES FILHO
884,884,2023-12-23,1,Santo Amaro,Inativo Intransitável,16:50:00,18:27:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R JAIME DE OLIVEIRA SOUZA
885,885,2023-12-23,1,Santo Amaro,Inativo Intransitável,17:03:00,18:27:00,AV DAS NACOES UNIDAS, CASTELO/INTERLAGOS, R JAIME DE OLIVEIRA SOUZA
886,886,2023-12-23,1,Santo Amaro,Inativo Intransitável,19:32:00,19:36:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R JAIME DE OLIVEIRA SOUZA
887,887,2023-12-23,1,Santo Amaro,Inativo Intransitável,19:52:00,20:57:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R PROF CAMPOS DE OLIVEIRA
888,888,2023-12-23,1,Vila Mariana,Inativo Transitável,17:26:00,01:16:00,AV PROF ABRAAO DE MORAIS, AMBOS, R RIBEIRO LACERDA
889,889,2023-12-24,1,Aricanduva/ Vila Formosa,Inativo Intransitável,07:10:00,21:14:00,R ARQ HEITOR DE MELO, ITAQUERA/MARGINAL, PC ADELMAR TAVARES
890,890,2023-12-24,1,Itaquera,Inativo Transitável,00:44:00,09:30:00,R DR LUIZ AYRES, CENTRO/BAIRRO, R TOMAZZO FERRARA
891,891,2023-12-24,1,Penha,Inativo Transitável,04:26:00,09:29:00,AV CD.DE FRONTIN, BAIRRO/CENTRO, R JOAQUIM MARRA
892,892,2023-12-24,1,São Mateus,Inativo Intransitável,06:56:00,07:08:00,AV JACU PESSEGO N TRABALHADORES, A SENNA/MAUA, AV RAGUEB CHOHFI
