,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2013-01-08,1,Sé,Inativo Transitável,19:16,22:36,VEL PRES ARTHUR DA COSTA E SILVA, AMBOS, AV GAL OLIMPIO DA SILVEIRA
1,2013-01-08,1,Sé,Inativo Transitável,19:19,21:01,VEL PRES ARTHUR DA COSTA E SILVA, AMBOS, AL GLETE
2,2013-01-08,1,Sé,Inativo Transitável,19:27,20:29,PÇ. DA BANDEIRA, C/B, RUA SANTO AMARO
3,2013-01-08,1,Sé,Inativo Transitável,19:32,22:36,VEL PRES ARTHUR DA COSTA E SILVA, LA/PE, ALTURA DO N. 2001
4,2013-01-08,1,Sé,Inativo Transitável,20:01,22:28,AV NOVE DE JULHO, B/C, VD DR EUSEBIO STEVAUX
5,2013-01-08,1,Sé,Inativo Transitável,20:10,22:39,AV SEN QUEIROS, UNICO, R DA CANTAREIRA
6,2013-01-08,1,Sé,Inativo Transitável,23:46,01:14,VEL PRES ARTHUR DA COSTA E SILVA, AMBOS, ALTURA DO N. 5109
7,2013-01-08,1,Butantã,Inativo Transitável,19:41,20:05,AV EUSEBIO MATOSO, C/B, PC JORGE DE LIMA
8,2013-01-08,1,Aricanduva/ Vila Formosa,Inativo Intransitável,20:15,22:16,AV ARICANDUVA, MARG/IQ - LOCAL, R MANILHA
9,2013-01-08,1,Aricanduva/ Vila Formosa,Inativo Intransitável,20:41,21:24,AV ARICANDUVA, MARG/IQ, AV ITAQUERA
10,2013-01-08,1,Aricanduva/ Vila Formosa,Inativo Intransitável,20:44,20:53,AV ARICANDUVA, IQ/MARG, R BAQUIA
11,2013-01-08,1,Aricanduva/ Vila Formosa,Inativo Intransitável,20:54,22:17,AV ARICANDUVA, MARG/IQ, R TUMUCUMAQUE
12,2013-01-08,1,Mooca,Inativo Intransitável,19:20,20:45,AV ALCANTARA MACHADO, C/B, AV ALVARO RAMOS
13,2013-01-08,1,Mooca,Inativo Intransitável,19:22,20:16,AV ALCANTARA MACHADO, AMBOS, VD GUADALAJARA
14,2013-01-08,1,Mooca,Inativo Intransitável,19:25,20:36,AV RANGEL PESTANA, AMBOS, R HIPODROMO
15,2013-01-08,1,Mooca,Inativo Transitável,19:33,20:47,AV ALCANTARA MACHADO, CNTRO/BAIRRO, R BRESSER
16,2013-01-08,1,Mooca,Inativo Transitável,19:38,19:49,AV CELSO GARCIA, B/C, AV SALIM FARAH MALUF
17,2013-01-08,1,Mooca,Inativo Transitável,19:38,21:15,AV CELSO GARCIA, C/B, AV SALIM FARAH MALUF
18,2013-01-08,1,Mooca,Inativo Intransitável,19:56,21:16,AV DO ESTADO, IP/ST, R SÃO CAETANO
19,2013-01-08,1,Penha,Inativo Intransitável,20:35,22:17,AV ARICANDUVA, IQ/MARG - AMBAS, R MANILHA
20,2013-01-08,1,Vila Prudente,Inativo Transitável,19:20,21:10,AV PROF LUIZ IGNACIO ANHAIA MELLO, SAPOPEMBA/VP, R MARIA DAFFRE
21,2013-01-08,1,Vila Prudente,Inativo Transitável,19:36,23:44,AV PAES DE BARROS, C/B, AV PROF LUIZ IGNACIO ANHAIA MELLO
22,2013-01-08,1,Vila Prudente,Inativo Intransitável,19:55,21:39,AV PROF LUIZ IGNACIO ANHAIA MELLO, AMBOS, AV SALIM FARAH MALUF
23,2013-01-08,1,Vila Prudente,Inativo Intransitável,20:10,21:39,AV PROF LUIZ IGNACIO ANHAIA MELLO, VP/SAPOPEMBA, R AMPARO
24,2013-01-08,1,Vila Prudente,Inativo Intransitável,20:17,21:33,AV PROF LUIZ IGNACIO ANHAIA MELLO, AMBOS, R IBITIRAMA
25,2013-01-08,1,Campo Limpo,Inativo Intransitável,20:05,22:06,AV GUIDO CALOI, CB/INT - ÚNICA, PTE JOAO DIAS
26,2013-01-08,1,M'Boi Mirim,Inativo Transitável,19:45,20:50,AV MARIA COELHO AGUIAR, B/C, R HUMBERTO MIRANDA
27,2013-01-08,1,M'Boi Mirim,Inativo Transitável,20:46,20:51,AV MARIA COELHO AGUIAR, C/B, AV. JOÃO DIAS
28,2013-01-08,1,Ipiranga,Inativo Intransitável,19:12,21:12,a 21:12AV ALM DELAMARE, AMBOS, AV MICHEL SALIBA
29,2013-01-08,1,Ipiranga,Inativo Transitável,19:53,19:58,AV PROF LUIZ IGNACIO ANHAIA MELLO, VP/SAPOPEMBA, R PINHEIRO GUIMARAES
30,2013-01-08,1,Vila Mariana,Inativo Transitável,19:02,21:27,AV DR RICARDO JAFET, SP/SANTOS, R SANTA CRUZ
31,2013-01-09,1,Sé,Inativo Transitável,07:23,07:55,R JOAO JACINTO, UNICO, R JOAO TEODORO
32,2013-01-09,1,Lapa,Inativo Transitável,16:10,17:24,AV ELISIO CORDEIRO DE SIQUEIRA, B/C, AV CANDIDO PORTINARI
33,2013-01-09,1,Campo Limpo,Inativo Transitável,15:01,15:46,AV GUIDO CALOI, UNICO, VD FREDERICO EDUARDO MAYR
34,2013-01-09,1,M'Boi Mirim,Inativo Transitável,14:59,16:23,AV MARIA COELHO AGUIAR, C/B, AV JOAO DIAS
35,2013-01-10,1,Santo Amaro,Inativo Transitável,14:52,17:47,AV WASHINGTON LUIS, UNICO, PC NSRA DO PERPETUO SOCORRO
36,2013-01-13,1,Sé,Inativo Transitável,21:21,21:47,R DONA ANTONIA DE QUEIROS, UNICO, R FREI CANECA
37,2013-01-13,1,Itaquera,Inativo Transitável,18:17,20:28,AV ARICANDUVA, IQ/MARG, AV AFONSO DE SAMPAIO E SOUSA
38,2013-01-13,1,Mooca,Inativo Transitável,01:32,01:50,MARGINAL TIETE, CB/AS - CENTRAL, PTE JANIO QUADROS
39,2013-01-13,1,Penha,Inativo Transitável,01:25,06:26,MARGINAL TIETE, CB/AS - CENTRAL, ALTURA DO N. 17151
40,2013-01-14,1,Sé,Inativo Transitável,06:13,06:57,R FREI CANECA, B/C, R DONA ANTONIA DE QUEIROS
41,2013-01-14,1,Sé,Inativo Transitável,15:04,15:40,AV NOVE DE JULHO, AMBOS, VD DR PLINIO DE QUEIROZ
42,2013-01-14,1,Sé,Inativo Transitável,15:13,15:32,AV PRESTES MAIA, ST/AER, PQ ANHANGABAU
43,2013-01-14,1,Sé,Inativo Transitável,15:36,15:59,VD DR PLÍNIO DE QUEIROZ, B/C, AV NOVE DE JULHO
44,2013-01-14,1,Sé,Inativo Transitável,15:48,17:05,VEL PRES ARTHUR DA COSTA E SILVA, LA/PE, PROX 1350
45,2013-01-14,1,Butantã,Inativo Transitável,19:55,20:41,AV EUSÉBIO MATOSO, C/B, PC JORGE DE LIMA
46,2013-01-14,1,Lapa,Inativo Transitável,14:59,15:46,AV SUMARE, LI/SU, PC MARREY JUNIOR
47,2013-01-14,1,Lapa,Inativo Transitável,15:03,15:46,R TURIASSU, LI/SU, PC MARREY JUNIOR
48,2013-01-14,1,Pinheiros,Inativo Transitável,20:13,20:43,AV DAS NAÇÕES UNIDAS, INT/CB - LOCAL, PTE ENG ROBERTO ROSSI ZUCCOLO
49,2013-01-14,1,Campo Limpo,Inativo Transitável,15:35,17:33,AV MARIA COELHO AGUIAR, C/B, PC ALCEU AMOROSO LIMA
50,2013-01-14,1,M'Boi Mirim,Inativo Transitável,15:49,17:33,AV GUIDO CALOI, CB/INT, PTE JOÃO DIAS
51,2013-01-14,1,M'Boi Mirim,Ativo Transitável,20:04,N/A,a AV MARIA COELHO AGUIAR, C/B, PC ALCEU AMOROSO LIMA
52,2013-01-14,1,M'Boi Mirim,Ativo Transitável,20:45,N/A,a VD FREDERICO EDUARDO MAYR, B/C, AV GUIDO CALOI
53,2013-01-14,1,Santo Amaro,Inativo Transitável,16:07,17:15,R TAMOIOS, B/C, R SEBASTIÃO PAES
54,2013-01-14,1,Santo Amaro,Inativo Transitável,17:32,21:43,R MIGUEL YUNES, AMBOS, AV INTERLAGOS
55,2013-01-14,1,Santo Amaro,Inativo Intransitável,20:26,22:04,AV DAS NAÇÕES UNIDAS, INT/CB - LOCAL, R BENEDITO FERNANDES
56,2013-01-14,1,Ipiranga,Inativo Transitável,20:53,21:17,AV PROF ABRAÃO DE MORAIS, SP/SANTOS, R GAL CHAGAS SANTOS
57,2013-01-14,1,Vila Mariana,Inativo Transitável,15:08,15:31,AV VINTE E TRES DE MAIO, ST/AER, VD PEDROSO
58,2013-01-14,1,Vila Mariana,Inativo Intransitável,15:12,15:21,AV VINTE E TRES DE MAIO, ST/AER, VD GAL EUCLIDES DE FIGUEIREDO
59,2013-01-14,1,Vila Mariana,Inativo Transitável,20:19,20:35,AV VINTE E TRÊS DE MAIO, ST/AER, VD GAL EUCLIDES DE FIGUEIREDO
60,2013-01-15,1,Vila Maria/ Vila Guilherme,Inativo Transitável,07:35,07:53,R PAULO LORENZANI, ÚNICA, VD GAL MILTON TAVARES DE SOUZA
61,2013-01-15,1,Sé,Inativo Transitável,09:39,12:30,R MILLER, UNICO, R ORIENTE
62,2013-01-15,1,Sé,Inativo Transitável,10:21,10:53,R FREI CANECA, UNICO, R DONA ANTONIA DE QUEIROS
63,2013-01-15,1,Mooca,Inativo Transitável,09:16,14:08,R JOAO JACINTO, UNICO, R S CAETANO
64,2013-01-16,1,Casa Verde,Inativo Intransitável,15:28,16:07,AV ANTONIO MUNHOZ BONILHA, B/C, AV NSRA DO O
65,2013-01-16,1,Casa Verde,Inativo Transitável,15:33,16:10,AV ORDEM E PROGRESSO, AMBOS, PC DEL AMOROSO NETO
66,2013-01-16,1,Casa Verde,Inativo Intransitável,15:41,16:00,R BARTOLOMEU DO CANTO, AMBOS, AV NSRA DO O
67,2013-01-16,1,Santana,Inativo Intransitável,16:17,19:15,AV CRUZEIRO DO SUL, AMBOS, ALTURA DO N.500
68,2013-01-16,1,Sé,Inativo Transitável,15:24,15:35,R MANOEL DUTRA, UNICO, PC QUATORZE BIS
69,2013-01-16,1,Sé,Inativo Intransitável,15:40,18:08,VEL PRES ARTHUR DA COSTA E SILVA, AMBOS, AL GLETE
70,2013-01-16,1,Sé,Inativo Transitável,15:41,15:55,R AMARAL GURGEL, B/C, R JAGUARIBE
71,2013-01-16,1,Sé,Inativo Intransitável,15:45,17:16,AV MERCURIO, UNICO, R DA CANTAREIRA
72,2013-01-16,1,Sé,Inativo Intransitável,16:02,19:34,R JOAO JACINTO, UNICO, R JOAO TEODORO
73,2013-01-16,1,Sé,Inativo Intransitável,20:30,22:39,PQ ANHANGABAU, ST/AER, PC DA BANDEIRA
74,2013-01-16,1,Sé,Inativo Intransitável,20:39,01:39,a 01:39VEL PRES ARTHUR DA COSTA E SILVA, LA/PE, RUA ANA CINTRA
75,2013-01-16,1,Butantã,Inativo Transitável,14:55,16:02,AV EUSÉBIO MATOSO, C/B, PC JORGE DE LIMA
76,2013-01-16,1,Butantã,Inativo Transitável,14:59,16:03,AV JORGE JOAO SAAD, ESTADIO/F MORATO, AV PROF FRANCISCO MORATO
77,2013-01-16,1,Butantã,Inativo Intransitável,15:26,19:52,R ALVARENGA, C/B, AV AFRANIO PEIXOTO
78,2013-01-16,1,Lapa,Inativo Transitável,15:14,16:07,AV SUMARE, SU/LI, PC MARREY JUNIOR
79,2013-01-16,1,Lapa,Inativo Intransitável,15:26,15:57,AV POMPEIA, AMBOS, AV FRANCISCO MATARAZZO
80,2013-01-16,1,Lapa,Inativo Transitável,15:26,16:07,R TURIASSU, C/B, PC MARREY JUNIOR
81,2013-01-16,1,Lapa,Inativo Intransitável,15:33,16:08,PC PASCOAL MARTINS, B/C, AV MARQ DE SAO VICENTE
82,2013-01-16,1,Lapa,Inativo Transitável,15:35,16:05,R RICARDO CAVATTON, AMBOS, R HUGO D ANTOLA
83,2013-01-16,1,Lapa,Inativo Transitável,15:45,16:08,R VENANCIO AIRES, B/C, R RAUL POMPEIA
84,2013-01-16,1,Pinheiros,Inativo Transitável,14:59,16:00,TN MAX FEFFER, B/C, PC LUIS CARLOS PARANA
85,2013-01-16,1,Pinheiros,Inativo Intransitável,15:15,16:48,MARGINAL PINHEIROS, INT/CB - LOCAL, PTE ENG ROBERTO ROSSI ZUCCOLO
86,2013-01-16,1,Pinheiros,Inativo Transitável,15:16,17:30,R ITALIA, AMBOS, R ESCOCIA
87,2013-01-16,1,Pinheiros,Inativo Transitável,15:26,15:43,AV NOVE DE JULHO, C/B, PC EID MANSUR
88,2013-01-16,1,Aricanduva/ Vila Formosa,Inativo Transitável,14:46,17:20,R MANILHA, AMBOS, R ASTARTE
89,2013-01-16,1,Itaquera,Inativo Transitável,15:37,21:44,AV JACU-PESSEGO N.TRABALHADORES, MAUA/A SENNA, VD PREF JOSE CARLOS DE F. FERRAZ
90,2013-01-16,1,Itaquera,Inativo Transitável,15:51,06:02,VD ANTONIO S DE LARRAGOITI JR, C/B, AV JACU-PESSEGO
91,2013-01-16,1,Itaquera,Inativo Transitável,19:59,21:08,AV JACU-PESSEGO N.TRABALHADORES, A SENNA/MAUA, ES DO IMPERADOR
92,2013-01-16,1,Mooca,Inativo Transitável,09:37,10:33,AV PRES WILSON, B/C, R PRES ALMEIDA COUTO
93,2013-01-16,1,Mooca,Inativo Transitável,14:38,18:11,AV CELSO GARCIA, C/B, R SALDANHA MARINHO
94,2013-01-16,1,Mooca,Inativo Transitável,15:37,16:08,R FREI BERTOLDO, UNICO, AV AIRTON PRETINI
95,2013-01-16,1,Mooca,Inativo Intransitável,15:45,15:47,AV ALCANTARA MACHADO, AMBOS, VD GUADALAJARA
96,2013-01-16,1,Mooca,Inativo Transitável,15:45,17:31,AV ALCANTARA MACHADO, LOCAL, R DR FOMM
97,2013-01-16,1,Campo Limpo,Inativo Transitável,15:15,17:07,VD FREDERICO EDUARDO MAYR, UNICO, AV MARIA COELHO AGUIAR
98,2013-01-16,1,Santo Amaro,Inativo Transitável,15:20,17:58,R TAMOIOS, B/C, R SEBASTIAO PAES
99,2013-01-16,1,Santo Amaro,Inativo Transitável,15:31,17:07,PTE JOAO DIAS, C/B, MARGINAL PINHEIROS (CB/INT - EXP)
100,2013-01-16,1,Vila Mariana,Inativo Intransitável,15:47,15:58,AV IBIRAPUERA, B/C, AV JANDIRA
101,2013-01-18,1,Sé,Inativo Transitável,17:38,17:47,PÇA DA BANDEIRA, UNICO, ALTURA DO N. 533
102,2013-01-18,1,Capela do Socorro,Inativo Transitável,16:54,17:06,AV INTERLAGOS, C/B, ENG DAGOBERTO SALLES FILHO
103,2013-01-18,1,Santo Amaro,Inativo Transitável,18:04,19:23,AV WASHINGTON LUIS, C/B, ALTURA DO N. 3827
104,2013-01-19,1,Mooca,Inativo Transitável,14:57,16:25,AV CELSO GARCIA, C/B, R JOSE DE ALENCAR
105,2013-01-19,1,Mooca,Inativo Transitável,14:59,16:20,MARGINAL TIETE, CB/AS - Local, PTE PRES JANIO QUADROS
106,2013-01-19,1,Mooca,Inativo Transitável,15:00,16:20,MARGINAL TIETE, CB/AS - Central, PTE PRES JANIO QUADROS
107,2013-01-19,1,Mooca,Inativo Transitável,15:03,18:16,RADIAL LESTE-OESTE, C/B, R DR FOMM
108,2013-01-25,1,Vila Maria/ Vila Guilherme,Inativo Transitável,18:24,19:00,AV MORVAN DIAS DE FIGUEIREDO, AS/CB - LOCAL, PTE DA VILA GUILHERME
109,2013-01-25,1,Vila Maria/ Vila Guilherme,Inativo Transitável,18:24,18:59,R CEL MARQUES RIBEIRO, AMBOS, ALTURA DO N. 425
110,2013-01-25,1,Itaquera,Inativo Transitável,19:10,21:41,AV RAGUEB CHOHFI, SM/GU, AV BENTO GUELFI
111,2013-01-25,1,Itaquera,Ativo Transitável,20:03,N/A,a AV JACU-PESSEGO N.TRABALHADORES, MAUA/AS, AV RAGUEB CHOHFI
112,2013-01-25,1,Mooca,Inativo Intransitável,18:37,19:53,R DR. FOMM, C/B, ALCANTARA MACHADO
113,2013-01-26,1,Lapa,Inativo Intransitável,10:34,15:48,R DR. BENTO TEOBALDO FERRAZ, UNICO, AV THOMAZ EDSON
114,2013-02-01,1,Casa Verde,Inativo Transitável,15:53,16:00,MARGINAL TIETE, AS/CB, PTE DA CASA VERDE
115,2013-02-01,1,Butantã,Inativo Intransitável,15:16,18:17,AV PROF FRANCISCO MORATO, B/C, PÇ PAULA MOREIRA
116,2013-02-01,1,Butantã,Inativo Transitável,15:36,19:03,R ALVARENGA, AMBOS, AV AFRANIO PEIXOTO
117,2013-02-01,1,Pinheiros,Inativo Transitável,15:16,16:30,MARGINAL PINHEIROS, CB/INT - LOCAL, AV PROF ALCIDES SANGIRARDI
118,2013-02-01,1,Pinheiros,Inativo Transitável,15:25,16:11,AV DAS NACOES UNIDAS, INT/CB - LOCAL, PTE ENG ROBERTO ROSSI ZUCCOLO
119,2013-02-01,1,Mooca,Inativo Transitável,14:07,14:32,AV CD DE FRONTIN, AMBOS, ALTURA DO N. 1000
120,2013-02-01,1,Mooca,Inativo Intransitável,17:09,17:33,AV ALCANTARA MACHADO, C/B, VD GUADALAJARA
121,2013-02-01,1,Mooca,Inativo Intransitável,17:10,17:29,AV ALCANTARA MACHADO, C/B, R SILVA JARDIM
122,2013-02-01,1,Mooca,Inativo Intransitável,17:18,17:33,AV ALCANTARA MACHADO, B/C, VD GUADALAJARA
123,2013-02-01,1,Mooca,Inativo Transitável,17:26,17:56,AV SALIM FARAH MALUF, MARG/VP - LOCAL, R DEMETRIO RIBEIRO
124,2013-02-01,1,Campo Limpo,Inativo Transitável,15:25,15:48,AV JOAO DIAS, C/B, R ITAPAIUNA
125,2013-02-01,1,Santo Amaro,Inativo Transitável,14:58,15:00,AV NOSSA SRA DO SABARA, B/C, AV INTERLAGOS
126,2013-02-02,1,Capela do Socorro,Inativo Transitável,18:23,18:47,R JOÃO ALFREDO, B/C, AV WASHINGTON LUIS
127,2013-02-04,1,Sé,Inativo Intransitável,04:48,07:04,:48 a 07:04R SILVA PINTO, ÚNICO, R ANHAIA
128,2013-02-04,1,Sé,Inativo Transitável,04:58,06:30,AL GLETE, ÚNICO, AV S JOAO
129,2013-02-04,1,Sé,Inativo Transitável,07:14,07:35,VEL PRES ARTHUR DA COSTA E SILVA, PE/LA, ALTURA DO N. 2151
130,2013-02-04,1,Sé,Inativo Transitável,07:21,07:35,VEL PRES ARTHUR DA COSTA E SILVA, LA/PE, ALTURA DO N. 3904
131,2013-02-04,1,Lapa,Inativo Intransitável,08:25,10:24,MARGINAL TIETÊ, CB/AS - LOCAL, PONTE DA CASA VERDE
132,2013-02-04,1,Mooca,Inativo Transitável,06:46,07:35,R JOAO JACINTO, ÚNICO, R JOAO TEODORO
